stage_id,commit,report_path,runtime_path,manifest_path,decision,evidence_level,authorizes_contract,authorizes_execution,authorizes_search,authorizes_alpha_proof,authorizes_shadow_paper_live,supersedes,superseded_by,current_status,notes,artifact_count
A7FF-12S02,bdba34e,reports/CRYPTO_A7FF12S02_COMPANY_NUMERIC_PROBE_20260530.md,runtime/a7ff12_company_numeric_probe_shard_02,runtime/a7ff12_company_numeric_probe_shard_02/a7ff12s02_manifest.json,PASS_A7FF12S02_NUMERIC_PROBE_CLUES_FOUND_NO_SEARCH_AUTH,governance_or_audit,False,False,False,False,False,,,valid_or_historical_record,,11
A7FF-12S03,bdba34e,reports/CRYPTO_A7FF12S03_COMPANY_NUMERIC_PROBE_20260530.md,runtime/a7ff12_company_numeric_probe_shard_03,runtime/a7ff12_company_numeric_probe_shard_03/a7ff12s03_manifest.json,PASS_A7FF12S03_NUMERIC_PROBE_CLUES_FOUND_NO_SEARCH_AUTH,governance_or_audit,False,False,False,False,False,,,valid_or_historical_record,,11
A7FF-12S04,bdba34e,reports/CRYPTO_A7FF12S04_COMPANY_NUMERIC_PROBE_20260530.md,runtime/a7ff12_company_numeric_probe_shard_04,runtime/a7ff12_company_numeric_probe_shard_04/a7ff12s04_manifest.json,PASS_A7FF12S04_NUMERIC_PROBE_CLUES_FOUND_NO_SEARCH_AUTH,governance_or_audit,False,False,False,False,False,,,valid_or_historical_record,,11
A7FF-12S05,bdba34e,reports/CRYPTO_A7FF12S05_COMPANY_NUMERIC_PROBE_20260530.md,runtime/a7ff12_company_numeric_probe_shard_05,runtime/a7ff12_company_numeric_probe_shard_05/a7ff12s05_manifest.json,PASS_A7FF12S05_NUMERIC_PROBE_CLUES_FOUND_NO_SEARCH_AUTH,governance_or_audit,False,False,False,False,False,,,valid_or_historical_record,,11
A7FF-12S06,bdba34e,reports/CRYPTO_A7FF12S06_COMPANY_NUMERIC_PROBE_20260530.md,runtime/a7ff12_company_numeric_probe_shard_06,runtime/a7ff12_company_numeric_probe_shard_06/a7ff12s06_manifest.json,PASS_A7FF12S06_NUMERIC_PROBE_CLUES_FOUND_NO_SEARCH_AUTH,governance_or_audit,False,False,False,False,False,,,valid_or_historical_record,,11
A7FF-12S07,bdba34e,reports/CRYPTO_A7FF12S07_COMPANY_NUMERIC_PROBE_20260530.md,runtime/a7ff12_company_numeric_probe_shard_07,runtime/a7ff12_company_numeric_probe_shard_07/a7ff12s07_manifest.json,PASS_A7FF12S07_NUMERIC_PROBE_CLUES_FOUND_NO_SEARCH_AUTH,governance_or_audit,False,False,False,False,False,,,valid_or_historical_record,,11
A7FF-13-WAVE-TRIAGE,609b45d,reports/CRYPTO_A7FF_VERSION_20260530_A7FFR_TO_A7FF24R.md,runtime/a7ff13_wave_triage,runtime/a7ff13_wave_triage/a7ff13_manifest.json,HOLD_A7FF13_SELECTOR_LABEL_CONCENTRATION_AFTER_NUMERIC_SCALEUP,hold,True,False,False,False,False,,,hold,,6
A7FF-14-LABEL-BALANCED-SELECTOR-REPAIR,609b45d,reports/CRYPTO_A7FF_VERSION_20260530_A7FFR_TO_A7FF24R.md,runtime/a7ff14_label_balanced_selector_repair,runtime/a7ff14_label_balanced_selector_repair/a7ff14_manifest.json,PASS_A7FF14_LABEL_BALANCED_SELECTOR_REPAIR_READY_FOR_A7FF15,governance_or_audit,True,False,False,False,False,,,valid_or_historical_record,,8
A7FF-15-COST-TIERED-BALANCED-FOLLOWUP,609b45d,reports/CRYPTO_A7FF_VERSION_20260530_A7FFR_TO_A7FF24R.md,runtime/a7ff15_cost_tiered_balanced_followup,runtime/a7ff15_cost_tiered_balanced_followup/a7ff15_manifest.json,PASS_A7FF15_COST_TIERED_BALANCED_FOLLOWUP_READY_FOR_A7FF16_WITH_L3_COST_WARNING,governance_or_audit,True,False,False,False,False,,,valid_or_historical_record,,9
A7FF-16-COMPANY-NUMERIC-FOLLOWUP-AGGREGATE,609b45d,reports/CRYPTO_A7FF_VERSION_20260530_A7FFR_TO_A7FF24R.md,runtime/a7ff16_company_numeric_followup_aggregate,runtime/a7ff16_company_numeric_followup_aggregate/a7ff16_manifest.json,PASS_A7FF16_COMPANY_NUMERIC_FOLLOWUP_AGGREGATE_BUILT,governance_or_audit,False,False,False,False,False,,,valid_or_historical_record,,7
A7FF-16-COST-TIERED-NUMERIC-FOLLOWUP-CONTRACT,609b45d,reports/CRYPTO_A7FF_VERSION_20260530_A7FFR_TO_A7FF24R.md,runtime/a7ff16_cost_tiered_numeric_followup_contract,runtime/a7ff16_cost_tiered_numeric_followup_contract/a7ff16_manifest.json,PASS_A7FF16_COST_TIERED_NUMERIC_FOLLOWUP_CONTRACT_READY_FOR_COMPANY_EXECUTION,contract,False,True,False,False,False,,,valid_or_historical_record,,6
A7FF-16S00,433af45,reports/CRYPTO_A7FF16S00_COMPANY_NUMERIC_FOLLOWUP_20260530.md,runtime/a7ff16_company_numeric_followup_shard_00,runtime/a7ff16_company_numeric_followup_shard_00/a7ff16s00_manifest.json,PASS_A7FF16S00_NUMERIC_PROBE_CLUES_FOUND_NO_SEARCH_AUTH,governance_or_audit,False,False,False,False,False,,,valid_or_historical_record,,11
A7FF-16S01,433af45,reports/CRYPTO_A7FF16S01_COMPANY_NUMERIC_FOLLOWUP_20260530.md,runtime/a7ff16_company_numeric_followup_shard_01,runtime/a7ff16_company_numeric_followup_shard_01/a7ff16s01_manifest.json,PASS_A7FF16S01_NUMERIC_PROBE_CLUES_FOUND_NO_SEARCH_AUTH,governance_or_audit,False,False,False,False,False,,,valid_or_historical_record,,11
A7FF-17-FOLLOWUP-SELECTOR-TRIAGE,609b45d,reports/CRYPTO_A7FF_VERSION_20260530_A7FFR_TO_A7FF24R.md,runtime/a7ff17_followup_selector_triage,runtime/a7ff17_followup_selector_triage/a7ff17_manifest.json,HOLD_A7FF17_INTERNAL_SELECTOR_LABEL_CONCENTRATION_PERSISTS,hold,True,False,False,False,False,,,hold,,6
A7FF-18-EXTERNAL-LABEL-BALANCED-SELECTOR,609b45d,reports/CRYPTO_A7FF_VERSION_20260530_A7FFR_TO_A7FF24R.md,runtime/a7ff18_external_label_balanced_selector,runtime/a7ff18_external_label_balanced_selector/a7ff18_manifest.json,PASS_A7FF18_EXTERNAL_LABEL_BALANCED_SELECTOR_READY_FOR_A7FF19,governance_or_audit,True,False,False,False,False,,,valid_or_historical_record,,7
A7FF-19-COMPANY-NUMERIC-CONFIRMATION-AGGREGATE,609b45d,reports/CRYPTO_A7FF_VERSION_20260530_A7FFR_TO_A7FF24R.md,runtime/a7ff19_company_numeric_confirmation_aggregate,runtime/a7ff19_company_numeric_confirmation_aggregate/a7ff19_manifest.json,PASS_A7FF19_COMPANY_NUMERIC_CONFIRMATION_AGGREGATE_BUILT,governance_or_audit,False,False,False,False,False,,,valid_or_historical_record,,7
A7FF-19-EXTERNAL-SELECTOR-CONFIRMATION-CONTRACT,609b45d,reports/CRYPTO_A7FF_VERSION_20260530_A7FFR_TO_A7FF24R.md,runtime/a7ff19_external_selector_confirmation_contract,runtime/a7ff19_external_selector_confirmation_contract/a7ff19_manifest.json,PASS_A7FF19_EXTERNAL_SELECTOR_CONFIRMATION_CONTRACT_READY_FOR_COMPANY_EXECUTION,contract,False,True,False,False,False,,,valid_or_historical_record,,6
A7FF-19S00,0397075,reports/CRYPTO_A7FF19S00_COMPANY_NUMERIC_CONFIRMATION_20260530.md,runtime/a7ff19_company_numeric_confirmation_shard_00,runtime/a7ff19_company_numeric_confirmation_shard_00/a7ff19s00_manifest.json,PASS_A7FF19S00_NUMERIC_PROBE_CLUES_FOUND_NO_SEARCH_AUTH,governance_or_audit,False,False,False,False,False,,,valid_or_historical_record,,11
A7FF-19S01,0397075,reports/CRYPTO_A7FF19S01_COMPANY_NUMERIC_CONFIRMATION_20260530.md,runtime/a7ff19_company_numeric_confirmation_shard_01,runtime/a7ff19_company_numeric_confirmation_shard_01/a7ff19s01_manifest.json,PASS_A7FF19S01_NUMERIC_PROBE_CLUES_FOUND_NO_SEARCH_AUTH,governance_or_audit,False,False,False,False,False,,,valid_or_historical_record,,11
A7FF-2,b725826,reports/CRYPTO_A7FF2_FEATURE_PAIR_CLUSTERING_20260530.md,runtime/a7ff2_feature_pair_clustering,runtime/a7ff2_feature_pair_clustering/a7ff2_manifest.json,PASS_A7FF2_FEATURE_PAIR_POLICY_READY,governance_or_audit,False,False,False,False,False,,,valid_or_historical_record,,5
A7FF-20-CONFIRMATION-SELECTOR-TRIAGE,609b45d,reports/CRYPTO_A7FF_VERSION_20260530_A7FFR_TO_A7FF24R.md,runtime/a7ff20_confirmation_selector_triage,runtime/a7ff20_confirmation_selector_triage/a7ff20_manifest.json,HOLD_A7FF20_INTERNAL_SELECTOR_LABEL_CONCENTRATION_CONFIRMED_AFTER_EXTERNAL_QUEUE,hold,True,False,False,False,False,,,hold,,6
A7FF-21-EXTERNAL-CONFIRMATION-SELECTOR,609b45d,reports/CRYPTO_A7FF_VERSION_20260530_A7FFR_TO_A7FF24R.md,runtime/a7ff21_external_confirmation_selector,runtime/a7ff21_external_confirmation_selector/a7ff21_manifest.json,PASS_A7FF21_EXTERNAL_CONFIRMATION_SELECTOR_READY_FOR_A7FF22_WITH_BLUEPRINT_DIVERSITY_WARNING,governance_or_audit,True,False,False,False,False,,,valid_or_historical_record,,7
A7FF-22-LABEL-BALANCED-EXPANSION-CONTRACT,609b45d,reports/CRYPTO_A7FF_VERSION_20260530_A7FFR_TO_A7FF24R.md,runtime/a7ff22_label_balanced_expansion_contract,runtime/a7ff22_label_balanced_expansion_contract/a7ff22_manifest.json,PASS_A7FF22_LABEL_BALANCED_EXPANSION_CONTRACT_READY_FOR_A7FF23,contract,True,False,False,False,False,,,valid_or_historical_record,,7
A7FF-23R-DERIVED-FACTOR-EXPANSION-CONTRACT,609b45d,reports/CRYPTO_A7FF_VERSION_20260530_A7FFR_TO_A7FF24R.md,runtime/a7ff23r_derived_factor_expansion_contract,runtime/a7ff23r_derived_factor_expansion_contract/a7ff23r_manifest.json,PASS_A7FF23R_DERIVED_FACTOR_EXPANSION_CONTRACT_READY_FOR_A7FF24R_PLAN,contract,True,True,False,False,False,,,valid_or_historical_record,,11
A7FF-24R-DRY-GENERATION-PLAN,609b45d,reports/CRYPTO_A7FF_VERSION_20260530_A7FFR_TO_A7FF24R.md,runtime/a7ff24r_dry_generation_plan,runtime/a7ff24r_dry_generation_plan/a7ff24r_manifest.json,PASS_A7FF24R_DRY_GENERATION_PLAN_READY_FOR_COMPANY_NUMERIC,governance_or_audit,False,True,False,False,False,,,valid_or_historical_record,,21
A7FF-24R2,3e99194,reports/CRYPTO_A7FF24R2_REPAIRED_COMPANY_QUEUE_20260530.md,runtime/a7ff24r2_repaired_company_queue,runtime/a7ff24r2_repaired_company_queue/a7ff24r2_manifest.json,PASS_A7FF24R2_REPAIRED_COMPANY_QUEUE_READY_FOR_DENSE_MATERIALIZER_PREFLIGHT_NO_SEARCH_AUTH,governance_or_audit,False,False,False,False,False,,,valid_or_historical_record,,19
A7FF-24R3,2c0aa81,reports/CRYPTO_A7FF24R3_DENSE_MATERIALIZER_PREFLIGHT_20260530.md,runtime/a7ff24r3_dense_materializer_preflight,runtime/a7ff24r3_dense_materializer_preflight/a7ff24r3_manifest.json,PASS_A7FF24R3_DENSE_MATERIALIZER_PREFLIGHT_READY_FOR_REPAIRED_QUEUE_NUMERIC_WAVE_NO_SEARCH_AUTH,governance_or_audit,True,False,False,False,False,,,valid_or_historical_record,,17
A7FF-24R4,44bd9de,reports/CRYPTO_A7FF24R4_REPAIRED_NUMERIC_WAVE_CONTRACT_20260531.md,runtime/a7ff24r4_repaired_numeric_wave_contract,runtime/a7ff24r4_repaired_numeric_wave_contract/a7ff24r4_manifest.json,PASS_A7FF24R4_REPAIRED_NUMERIC_WAVE_CONTRACT_READY_NO_EXECUTION_AUTH,contract,False,False,False,False,False,,,valid_or_historical_record,,1
A7FF-25R0-COMPANY-QUEUE-COVERAGE-AUDIT,609b45d,reports/CRYPTO_A7FF_VERSION_20260530_A7FFR_TO_A7FF24R.md,runtime/a7ff25r0_company_queue_coverage,runtime/a7ff25r0_company_queue_coverage/a7ff25r0_manifest.json,PASS_A7FF25R0_COMPANY_QUEUE_COVERAGE_ACCEPTABLE_WITH_WARNINGS,governance_or_audit,True,False,False,False,False,,,valid_or_historical_record,,9
A7FF-25R1,57625c0,reports/CRYPTO_A7FF25R1_NUMERIC_ADAPTER_PARITY_SMOKE_20260530.md,runtime/a7ff25r1_numeric_adapter_parity_smoke,runtime/a7ff25r1_numeric_adapter_parity_smoke/a7ff25r1_manifest.json,HOLD_A7FF25R1_PORTFOLIO_QUEUE_TOO_SMALL,hold,False,False,False,False,False,,,hold,,15
A7FF-25R2,cf30256,reports/CRYPTO_A7FF25R2_ONE_SHARD_NUMERIC_WAVE_20260530.md,runtime/a7ff25r2_one_shard_numeric_wave,runtime/a7ff25r2_one_shard_numeric_wave/a7ff25r2_manifest.json,PASS_A7FF25R2_NUMERIC_PROBE_CLUES_FOUND_NO_SEARCH_AUTH,governance_or_audit,False,False,False,False,False,,,valid_or_historical_record,,20
A7FF-25R3,cf30256,reports/CRYPTO_A7FF25R3_FULL_COMPANY_NUMERIC_WAVE_20260530.md,runtime/a7ff25r3_full_numeric_wave,runtime/a7ff25r3_full_numeric_wave/a7ff25r3_manifest.json,PASS_A7FF25R3_FULL_NUMERIC_WAVE_COMPLETED_WITH_WARNINGS_NO_SEARCH_AUTH,governance_or_audit,False,False,False,False,False,,,valid_or_historical_record,,185
A7FF-25R4,abb6034,reports/CRYPTO_A7FF25R4_NO_ACTIVITY_TAIL_AUDIT_20260530.md,runtime/a7ff25r4_no_activity_tail_audit,runtime/a7ff25r4_no_activity_tail_audit/a7ff25r4_manifest.json,PASS_A7FF25R4_NO_ACTIVITY_TAIL_CAUSE_IDENTIFIED_REPAIR_REQUIRED,governance_or_audit,False,False,False,False,False,,,valid_or_historical_record,,8
A7FF-25R5,468c021,reports/CRYPTO_A7FF25R5_FUNDING_TAIL_REPAIR_CONTRACT_20260530.md,runtime/a7ff25r5_funding_tail_repair_contract,runtime/a7ff25r5_funding_tail_repair_contract/a7ff25r5_manifest.json,PASS_A7FF25R5_FUNDING_TAIL_REPAIR_CONTRACT_BUILT_NO_SEARCH_AUTH,contract,False,False,False,False,False,,,valid_or_historical_record,,6
A7FF-25R6,3eebfb6,reports/CRYPTO_A7FF25R6_DENSE_FUNDING_STATE_AUDIT_20260530.md,runtime/a7ff25r6_dense_funding_state_audit,runtime/a7ff25r6_dense_funding_state_audit/a7ff25r6_manifest.json,PASS_A7FF25R6_DENSE_FUNDING_STATE_MATERIALIZATION_READY_FOR_QUEUE_REPAIR_NO_SEARCH_AUTH,governance_or_audit,True,False,False,False,False,,,valid_or_historical_record,,6
A7FF-26,abb6034,reports/CRYPTO_A7FF26_NUMERIC_CLUE_FORENSIC_20260530.md,runtime/a7ff26_numeric_clue_forensic,runtime/a7ff26_numeric_clue_forensic/a7ff26_manifest.json,PASS_A7FF26_NUMERIC_RESEARCH_CLUES_READY_FOR_REPLAY_PREFLIGHT_NO_SEARCH_AUTH,governance_or_audit,False,True,False,False,False,,,valid_or_historical_record,,9
A7FF-27,468c021,reports/CRYPTO_A7FF27_REPLAY_PREFLIGHT_20260530.md,runtime/a7ff27_replay_preflight,runtime/a7ff27_replay_preflight/a7ff27_manifest.json,PASS_A7FF27_NUMERIC_PROBE_CLUES_FOUND_NO_SEARCH_AUTH,governance_or_audit,False,False,False,False,False,,,valid_or_historical_record,,17
A7FF-28,3eebfb6,reports/CRYPTO_A7FF28_DEEP_REPLAY_CONTRACT_20260530.md,runtime/a7ff28_deep_replay_contract,runtime/a7ff28_deep_replay_contract/a7ff28_manifest.json,PASS_A7FF28_DEEP_REPLAY_CONTRACT_READY_NO_SEARCH_AUTH,contract,False,True,False,False,False,,,valid_or_historical_record,,6
A7FF-28A,537bbdf,reports/CRYPTO_A7FF28A_BOUNDED_DEEP_REPLAY_20260530.md,runtime/a7ff28a_bounded_deep_replay,runtime/a7ff28a_bounded_deep_replay/a7ff28a_manifest.json,PASS_A7FF28A_NUMERIC_PROBE_CLUES_FOUND_NO_SEARCH_AUTH,governance_or_audit,False,False,False,False,False,,,valid_or_historical_record,,16
A7FF-29,bff1ff9,reports/CRYPTO_A7FF29_CANDIDATE_FORENSIC_20260530.md,runtime/a7ff29_candidate_forensic,runtime/a7ff29_candidate_forensic/a7ff29_manifest.json,PASS_A7FF29_FORENSIC_READY_FOR_A7FF30_PORTFOLIO_REPLAY_CONTRACT_WITH_CONCENTRATION_WARNINGS_NO_SEARCH_AUTH,contract,True,True,False,False,False,,,valid_or_historical_record,,7
A7FF-3,b725826,reports/CRYPTO_A7FF3_COARSE_TO_FINE_GENERATION_CONTRACT_20260530.md,runtime/a7ff3_coarse_to_fine_generation_contract,runtime/a7ff3_coarse_to_fine_generation_contract/a7ff3_manifest.json,PASS_A7FF3_COARSE_TO_FINE_BLUEPRINTS_READY,governance_or_audit,False,False,False,False,False,,,valid_or_historical_record,,3
A7FF-30,e97d9de,reports/CRYPTO_A7FF30_PORTFOLIO_REPLAY_CONTRACT_20260530.md,runtime/a7ff30_portfolio_replay_contract,runtime/a7ff30_portfolio_replay_contract/a7ff30_manifest.json,PASS_A7FF30_PORTFOLIO_REPLAY_CONTRACT_READY_NO_SEARCH_AUTH,contract,True,True,False,False,False,,,valid_or_historical_record,,7
A7FF-30A,a368260,reports/CRYPTO_A7FF30A_PORTFOLIO_REPLAY_SMOKE_20260530.md,runtime/a7ff30a_portfolio_replay_smoke,runtime/a7ff30a_portfolio_replay_smoke/a7ff30a_manifest.json,PASS_A7FF30A_PORTFOLIO_REPLAY_SMOKE_FOUND_ENSEMBLE_CLUES_NO_SEARCH_AUTH,smoke,True,False,False,False,False,,,valid_or_historical_record,,8
A7FF-31,17d1423,reports/CRYPTO_A7FF31_PORTFOLIO_FORENSIC_20260530.md,runtime/a7ff31_portfolio_forensic,runtime/a7ff31_portfolio_forensic/a7ff31_manifest.json,HOLD_A7FF31_PORTFOLIO_FORENSIC_CONCENTRATED_CLUE_NO_SEARCH_AUTH,diagnostic,True,False,False,False,False,,,hold,,7
A7FF-32,2c0aa81,reports/CRYPTO_A7FF32_FAMILY_DIVERSIFICATION_CONTRACT_20260530.md,runtime/a7ff32_family_diversification_contract,runtime/a7ff32_family_diversification_contract/a7ff32_manifest.json,PASS_A7FF32_FAMILY_DIVERSIFICATION_CONTRACT_READY_FOR_A7FF33_DRY_GENERATION_NO_SEARCH_AUTH,contract,True,False,False,False,False,,,valid_or_historical_record,,8
A7FF-33,f849f6d,reports/CRYPTO_A7FF33_FAMILY_DIVERSIFIED_DRY_GENERATION_20260530.md,runtime/a7ff33_family_diversified_dry_generation,runtime/a7ff33_family_diversified_dry_generation/a7ff33_manifest.json,PASS_A7FF33_FAMILY_DIVERSIFIED_DRY_GENERATION_BUILT_NO_NUMERIC_NO_SEARCH_AUTH,governance_or_audit,True,False,False,False,False,,,valid_or_historical_record,,27
A7FF-34,f849f6d,reports/CRYPTO_A7FF34_FAMILY_QUEUE_COVERAGE_AUDIT_20260530.md,runtime/a7ff34_family_queue_coverage_audit,runtime/a7ff34_family_queue_coverage_audit/a7ff34_manifest.json,PASS_A7FF34_FAMILY_QUEUE_COVERAGE_ACCEPTABLE_READY_FOR_A7FF35_NUMERIC_PREFLIGHT_NO_SEARCH_AUTH,governance_or_audit,True,False,False,False,False,,,valid_or_historical_record,,6
A7FF-35,13edd11,reports/CRYPTO_A7FF35_DIVERSIFIED_NUMERIC_PREFLIGHT_20260530.md,runtime/a7ff35_diversified_numeric_preflight,runtime/a7ff35_diversified_numeric_preflight/a7ff35_manifest.json,PASS_A7FF35_DIVERSIFIED_NUMERIC_PREFLIGHT_COMPLETED_NO_SEARCH_AUTH,governance_or_audit,True,False,False,False,False,,,valid_or_historical_record,,15
A7FF-36,f01bb96,reports/CRYPTO_A7FF36_DIVERSIFIED_CLUE_FORENSIC_20260530.md,runtime/a7ff36_diversified_clue_forensic,runtime/a7ff36_diversified_clue_forensic/a7ff36_manifest.json,PASS_A7FF36_DIVERSIFIED_CLUES_READY_FOR_DEEP_REPLAY_CONTRACT_NO_SEARCH_AUTH,contract,True,True,False,False,False,,,valid_or_historical_record,,6
A7FF-37,0255072,reports/CRYPTO_A7FF37_DEEP_REPLAY_CONTRACT_20260530.md,runtime/a7ff37_deep_replay_contract,runtime/a7ff37_deep_replay_contract/a7ff37_manifest.json,PASS_A7FF37_DEEP_REPLAY_CONTRACT_READY_FOR_A7FF37A_NO_SEARCH_AUTH,contract,True,True,False,False,False,,,valid_or_historical_record,,7
A7FF-37A,0255072,reports/CRYPTO_A7FF37A_BOUNDED_DEEP_REPLAY_20260530.md,runtime/a7ff37a_bounded_deep_replay,runtime/a7ff37a_bounded_deep_replay/a7ff37a_manifest.json,PASS_A7FF37A_NUMERIC_PROBE_CLUES_FOUND_NO_SEARCH_AUTH,governance_or_audit,False,False,False,False,False,,,valid_or_historical_record,,11
A7FF-37B,0255072,reports/CRYPTO_A7FF37B_DEEP_REPLAY_FORENSIC_20260530.md,runtime/a7ff37b_deep_replay_forensic,runtime/a7ff37b_deep_replay_forensic/a7ff37b_manifest.json,PASS_A7FF37B_FOCUSED_REPLAY_FOLLOWUP_READY_NO_SEARCH_AUTH,governance_or_audit,True,True,False,False,False,,,valid_or_historical_record,,5
A7FF-38,9316858,reports/CRYPTO_A7FF38_FOCUSED_REPLAY_TASKFLOW_20260530.md,runtime/a7ff38_focused_replay_taskflow,runtime/a7ff38_focused_replay_taskflow/a7ff38_manifest.json,PASS_A7FF38_FOCUSED_REPLAY_TASKFLOW_COMPLETED_NO_SEARCH_AUTH,governance_or_audit,True,False,False,False,False,,,valid_or_historical_record,,16
A7FF-39,9316858,reports/CRYPTO_A7FF39_FOCUSED_TASKFLOW_FORENSIC_20260530.md,runtime/a7ff39_focused_taskflow_forensic,runtime/a7ff39_focused_taskflow_forensic/a7ff39_manifest.json,PASS_A7FF39_FOCUSED_FORENSIC_READY_FOR_CONTROL_STRICT_FOLLOWUP_NO_SEARCH_AUTH,diagnostic,True,False,False,False,False,,,valid_or_historical_record,,6
A7FF-4,b725826,reports/CRYPTO_A7FF4_FEATURE_ROLE_PROMOTION_20260530.md,runtime/a7ff4_feature_role_promotion,runtime/a7ff4_feature_role_promotion/a7ff4_manifest.json,PASS_A7FF4_ROLE_PROMOTION_MAP_READY,governance_or_audit,False,False,False,False,False,,,valid_or_historical_record,,3
A7FF-40,10cb5fa,reports/CRYPTO_A7FF40_CONTROL_STRICT_FOLLOWUP_20260530.md,runtime/a7ff40_control_strict_followup,runtime/a7ff40_control_strict_followup/a7ff40_manifest.json,HOLD_A7FF40_CONTROL_STRICT_SINGLE_FAMILY_OR_SELECTED_TOO_THIN,hold,False,False,False,False,False,,,hold,,21
A7FF-42,1f7cb0e,reports/CRYPTO_A7FF42_FAMILY_BALANCED_NUMERIC_20260530.md,runtime/a7ff42_family_balanced_numeric,runtime/a7ff42_family_balanced_numeric/a7ff42_manifest.json,HOLD_A7FF42_FAMILY_BALANCED_NUMERIC_SELECTED_TOO_THIN,hold,False,False,False,False,False,,,hold,,19
A7FF-43,7552396,reports/CRYPTO_A7FF43_REPAIRED_SELECTOR_NUMERIC_CONFIRMATION_20260531.md,runtime/a7ff43_repaired_selector_numeric_confirmation,runtime/a7ff43_repaired_selector_numeric_confirmation/a7ff43_manifest.json,PASS_A7FF43_REPAIRED_SELECTOR_NUMERIC_CONFIRMED_READY_FOR_DEEP_FORENSIC_NO_SEARCH_AUTH,diagnostic,True,False,False,False,False,,,valid_or_historical_record,,18
A7FF-44,301103e,reports/CRYPTO_A7FF44_DEEP_FORENSIC_20260531.md,runtime/a7ff44_deep_forensic,runtime/a7ff44_deep_forensic/a7ff44_manifest.json,HOLD_A7FF44_DEEP_FORENSIC_CONCENTRATION_OR_BREADTH_FAIL,diagnostic,False,False,False,False,False,,,hold,,7
A7FF-45,ce25d84,reports/CRYPTO_A7FF45_BOUNDED_DEEP_REPLAY_20260531.md,runtime/a7ff45_bounded_deep_replay,runtime/a7ff45_bounded_deep_replay/a7ff45_manifest.json,PASS_A7FF45_BOUNDED_DEEP_REPLAY_CONFIRMED_READY_FOR_A7FF46_NO_SEARCH_AUTH,governance_or_audit,True,False,False,False,False,,,valid_or_historical_record,,18
A7FF-46,ce25d84,reports/CRYPTO_A7FF46_CANDIDATE_FREEZE_20260531.md,runtime/a7ff46_candidate_freeze,runtime/a7ff46_candidate_freeze/a7ff46_manifest.json,PASS_A7FF46_CANDIDATE_FREEZE_READY_FOR_A7FF47_NO_SEARCH_AUTH,governance_or_audit,True,True,False,False,False,,,valid_or_historical_record,,5
A7FF-47,ce25d84,reports/CRYPTO_A7FF47_PORTFOLIO_MICROREPLAY_20260531.md,runtime/a7ff47_portfolio_microreplay,runtime/a7ff47_portfolio_microreplay/a7ff47_manifest.json,HOLD_A7FF47_LABEL_TRANSLATION_FAIL_L5_ONLY,hold,False,False,False,False,False,,,hold,,8
A7FF-49,ce25d84,reports/CRYPTO_A7FF49_EXISTING_MAP_NON_L5_MINING_20260531.md,runtime/a7ff49_existing_map_non_l5_mining,runtime/a7ff49_existing_map_non_l5_mining/a7ff49_manifest.json,HOLD_A7FF49_NO_NON_REFERENCE_NON_L5_CANDIDATES,hold,False,False,False,False,False,,,hold,,6
A7FF-5,b725826,reports/CRYPTO_A7FF5_FACTOR_CANDIDATE_COMPILER_20260530.md,runtime/a7ff5_factor_candidate_compiler,runtime/a7ff5_factor_candidate_compiler/a7ff5_manifest.json,PASS_A7FF5_FACTOR_BLUEPRINTS_READY_FOR_PORTFOLIO_DRYRUN,governance_or_audit,False,False,False,False,False,,,valid_or_historical_record,,3
A7FF-51,44bd9de,reports/CRYPTO_A7FF51_COMPACT_NON_L5_CONTRACT_20260531.md,runtime/a7ff51_compact_non_l5_contract,runtime/a7ff51_compact_non_l5_contract/a7ff51_manifest.json,PASS_A7FF51_COMPACT_NON_L5_CONTRACT_READY_NO_EXECUTION_AUTH,contract,False,False,False,False,False,,,valid_or_historical_record,,1
A7FF-51E,fdf0583,reports/CRYPTO_A7FF51E_NON_L5_HEAVY_GENERATION_20260531.md,runtime/a7ff51e_non_l5_heavy_generation,runtime/a7ff51e_non_l5_heavy_generation/a7ff51e_manifest.json,PASS_A7FF51E_NON_L5_HEAVY_GENERATION_STATIC_READY,governance_or_audit,False,False,False,False,False,,,valid_or_historical_record,,4
A7FF-52,50ebaf9,reports/CRYPTO_A7FF52_MATERIALIZATION_PREFLIGHT_CONTRACT_20260531.md,runtime/a7ff52_materialization_preflight_contract,runtime/a7ff52_materialization_preflight_contract/a7ff52_manifest.json,PASS_A7FF52_MATERIALIZATION_PREFLIGHT_CONTRACT_READY_NO_EXECUTION_AUTH,contract,False,False,False,False,False,,,valid_or_historical_record,,1
A7FF-52E,23a5560,reports/CRYPTO_A7FF52E_MATERIALIZATION_PREFLIGHT_20260531.md,runtime/a7ff52e_materialization_preflight,runtime/a7ff52e_materialization_preflight/a7ff52e_manifest.json,PASS_A7FF52E_MATERIALIZATION_PREFLIGHT_READY_FOR_NUMERIC_CONTRACT,contract,False,False,False,False,False,,,valid_or_historical_record,,3
A7FF-53,1da486b,reports/CRYPTO_A7FF53_NUMERIC_RESPONSE_CONTRACT_20260531.md,runtime/a7ff53_numeric_response_contract,runtime/a7ff53_numeric_response_contract/a7ff53_manifest.json,PASS_A7FF53_NUMERIC_RESPONSE_CONTRACT_READY_NO_EXECUTION_AUTH,contract,False,False,False,False,False,,,valid_or_historical_record,,5
