blueprint_id,semantic_pair,motif,mutation_kind,field_count,fields,expression,unresolved_fields,contract_drift_fields,field_routes,gate_decision
a7ls28b_e3c17a2c61a96b48,open_interest_like|positioning_like|regime_state,seed_gated_sign,window_grid,2,liquidity_cycle_state;taker_buy_sell_volume_ratio_last,"Mul(ZScore(Mean(taker_buy_sell_volume_ratio_last,48)),Sign(TSRank(liquidity_cycle_state,168)))",,liquidity_cycle_state,liquidity_cycle_state:upper_alias;taker_buy_sell_volume_ratio_last:base_schema,HOLD_CONTRACT_DRIFT_BACKFILL_REQUIRED
a7ls28b_7d8db87eea6e243b,open_interest_like|positioning_like|regime_state,seed_gated_sign,window_grid,2,liquidity_cycle_state;taker_buy_sell_volume_ratio_last,"Mul(ZScore(Mean(taker_buy_sell_volume_ratio_last,48)),Sign(TSRank(liquidity_cycle_state,240)))",,liquidity_cycle_state,liquidity_cycle_state:upper_alias;taker_buy_sell_volume_ratio_last:base_schema,HOLD_CONTRACT_DRIFT_BACKFILL_REQUIRED
a7ls28b_014962c0f3cf0548,open_interest_like|positioning_like|regime_state,seed_gated_sign,window_grid,2,liquidity_cycle_state;taker_buy_sell_volume_ratio_last,"Mul(ZScore(Mean(taker_buy_sell_volume_ratio_last,48)),Sign(TSRank(liquidity_cycle_state,336)))",,liquidity_cycle_state,liquidity_cycle_state:upper_alias;taker_buy_sell_volume_ratio_last:base_schema,HOLD_CONTRACT_DRIFT_BACKFILL_REQUIRED
a7ls28b_40dab939d9267e1b,open_interest_like|positioning_like|regime_state,seed_gated_sign,window_grid,2,liquidity_cycle_state;taker_buy_sell_volume_ratio_last,"Mul(ZScore(Mean(taker_buy_sell_volume_ratio_last,48)),Sign(TSRank(liquidity_cycle_state,504)))",,liquidity_cycle_state,liquidity_cycle_state:upper_alias;taker_buy_sell_volume_ratio_last:base_schema,HOLD_CONTRACT_DRIFT_BACKFILL_REQUIRED
a7ls28b_0f549525864268f8,basis_premium_like|positioning_like,spread_rank,window_grid,2,global_long_short_account_ratio_last;premium_close_bps,"Sub(CSRank(Delta(premium_close_bps,4)),CSRank(Mean(global_long_short_account_ratio_last,48)))",,,global_long_short_account_ratio_last:base_schema;premium_close_bps:base_schema,PASS
a7ls28b_c1b7c3855e18aa69,basis_premium_like|positioning_like,spread_rank,window_grid,2,global_long_short_account_ratio_last;premium_close_bps,"Sub(CSRank(Delta(premium_close_bps,8)),CSRank(Mean(global_long_short_account_ratio_last,48)))",,,global_long_short_account_ratio_last:base_schema;premium_close_bps:base_schema,PASS
a7ls28b_33aa3e6d7668e1db,basis_premium_like|positioning_like,spread_rank,window_grid,2,global_long_short_account_ratio_last;premium_close_bps,"Sub(CSRank(Delta(premium_close_bps,12)),CSRank(Mean(global_long_short_account_ratio_last,48)))",,,global_long_short_account_ratio_last:base_schema;premium_close_bps:base_schema,PASS
a7ls28b_3ec30872cd2d42de,basis_premium_like|positioning_like,spread_rank,window_grid,2,global_long_short_account_ratio_last;premium_close_bps,"Sub(CSRank(Delta(premium_close_bps,48)),CSRank(Mean(global_long_short_account_ratio_last,48)))",,,global_long_short_account_ratio_last:base_schema;premium_close_bps:base_schema,PASS
a7ls28b_4561c13f636a8ecf,basis_premium_like|positioning_like,spread_rank,window_grid,2,global_long_short_account_ratio_last;premium_close_bps,"Sub(CSRank(Delta(premium_close_bps,72)),CSRank(Mean(global_long_short_account_ratio_last,48)))",,,global_long_short_account_ratio_last:base_schema;premium_close_bps:base_schema,PASS
a7ls28b_0ac2fc3d1f2fbdf2,basis_premium_like|positioning_like,spread_rank,window_grid,2,global_long_short_account_ratio_last;premium_close_bps,"Sub(CSRank(Delta(premium_close_bps,96)),CSRank(Mean(global_long_short_account_ratio_last,48)))",,,global_long_short_account_ratio_last:base_schema;premium_close_bps:base_schema,PASS
a7ls28b_217b418cc576bae8,basis_premium_like|positioning_like,spread_rank,window_grid,2,global_long_short_account_ratio_last;premium_close_bps,"Sub(CSRank(Delta(premium_close_bps,168)),CSRank(Mean(global_long_short_account_ratio_last,48)))",,,global_long_short_account_ratio_last:base_schema;premium_close_bps:base_schema,PASS
a7ls28b_fba6b490834054cb,basis_premium_like|positioning_like,spread_rank,window_grid,2,global_long_short_account_ratio_last;premium_close_bps,"Sub(CSRank(Delta(premium_close_bps,240)),CSRank(Mean(global_long_short_account_ratio_last,48)))",,,global_long_short_account_ratio_last:base_schema;premium_close_bps:base_schema,PASS
a7ls28b_ff6d9446541a7225,basis_premium_like|positioning_like,spread_rank,window_grid,2,global_long_short_account_ratio_last;premium_close_bps,"Sub(CSRank(Delta(premium_close_bps,336)),CSRank(Mean(global_long_short_account_ratio_last,48)))",,,global_long_short_account_ratio_last:base_schema;premium_close_bps:base_schema,PASS
a7ls28b_be0421f39b4bccce,basis_premium_like|positioning_like,spread_rank,window_grid,2,global_long_short_account_ratio_last;premium_close_bps,"Sub(CSRank(Delta(premium_close_bps,504)),CSRank(Mean(global_long_short_account_ratio_last,48)))",,,global_long_short_account_ratio_last:base_schema;premium_close_bps:base_schema,PASS
a7ls28b_67689229d5f607d7,basis_premium_like|positioning_like,spread_rank,window_grid,2,global_long_short_account_ratio_last;premium_close_bps,"Sub(CSRank(Delta(premium_close_bps,24)),CSRank(Mean(global_long_short_account_ratio_last,4)))",,,global_long_short_account_ratio_last:base_schema;premium_close_bps:base_schema,PASS
a7ls28b_bfcb225378337607,basis_premium_like|positioning_like,spread_rank,window_grid,2,global_long_short_account_ratio_last;premium_close_bps,"Sub(CSRank(Delta(premium_close_bps,24)),CSRank(Mean(global_long_short_account_ratio_last,8)))",,,global_long_short_account_ratio_last:base_schema;premium_close_bps:base_schema,PASS
a7ls28b_f88e678b20aaf14d,basis_premium_like|positioning_like,spread_rank,window_grid,2,global_long_short_account_ratio_last;premium_close_bps,"Sub(CSRank(Delta(premium_close_bps,24)),CSRank(Mean(global_long_short_account_ratio_last,12)))",,,global_long_short_account_ratio_last:base_schema;premium_close_bps:base_schema,PASS
a7ls28b_3b121a24b2051a8c,basis_premium_like|positioning_like,spread_rank,window_grid,2,global_long_short_account_ratio_last;premium_close_bps,"Sub(CSRank(Delta(premium_close_bps,24)),CSRank(Mean(global_long_short_account_ratio_last,24)))",,,global_long_short_account_ratio_last:base_schema;premium_close_bps:base_schema,PASS
a7ls28b_8c7f74a457b2438d,basis_premium_like|positioning_like,spread_rank,window_grid,2,global_long_short_account_ratio_last;premium_close_bps,"Sub(CSRank(Delta(premium_close_bps,24)),CSRank(Mean(global_long_short_account_ratio_last,72)))",,,global_long_short_account_ratio_last:base_schema;premium_close_bps:base_schema,PASS
a7ls28b_3e930add5d00e859,basis_premium_like|positioning_like,spread_rank,window_grid,2,global_long_short_account_ratio_last;premium_close_bps,"Sub(CSRank(Delta(premium_close_bps,24)),CSRank(Mean(global_long_short_account_ratio_last,96)))",,,global_long_short_account_ratio_last:base_schema;premium_close_bps:base_schema,PASS
a7ls28b_e306240898f1bc87,basis_premium_like|positioning_like,spread_rank,window_grid,2,global_long_short_account_ratio_last;premium_close_bps,"Sub(CSRank(Delta(premium_close_bps,24)),CSRank(Mean(global_long_short_account_ratio_last,168)))",,,global_long_short_account_ratio_last:base_schema;premium_close_bps:base_schema,PASS
a7ls28b_a30c760ddb2806f4,basis_premium_like|positioning_like,spread_rank,window_grid,2,global_long_short_account_ratio_last;premium_close_bps,"Sub(CSRank(Delta(premium_close_bps,24)),CSRank(Mean(global_long_short_account_ratio_last,240)))",,,global_long_short_account_ratio_last:base_schema;premium_close_bps:base_schema,PASS
a7ls28b_18739076254c3f1e,basis_premium_like|positioning_like,spread_rank,window_grid,2,global_long_short_account_ratio_last;premium_close_bps,"Sub(CSRank(Delta(premium_close_bps,24)),CSRank(Mean(global_long_short_account_ratio_last,336)))",,,global_long_short_account_ratio_last:base_schema;premium_close_bps:base_schema,PASS
a7ls28b_577405619231298d,basis_premium_like|positioning_like,spread_rank,window_grid,2,global_long_short_account_ratio_last;premium_close_bps,"Sub(CSRank(Delta(premium_close_bps,24)),CSRank(Mean(global_long_short_account_ratio_last,504)))",,,global_long_short_account_ratio_last:base_schema;premium_close_bps:base_schema,PASS
a7ls28b_76e072b72aa8d9be,open_interest_like|positioning_like|regime_state,seed_gated_sign,window_grid,2,liquidity_cycle_state;taker_buy_sell_volume_ratio_last,"Mul(ZScore(Mean(taker_buy_sell_volume_ratio_last,4)),Sign(TSRank(liquidity_cycle_state,4)))",,liquidity_cycle_state,liquidity_cycle_state:upper_alias;taker_buy_sell_volume_ratio_last:base_schema,HOLD_CONTRACT_DRIFT_BACKFILL_REQUIRED
a7ls28b_bb073e514b01d08f,open_interest_like|positioning_like|regime_state,seed_gated_sign,window_grid,2,liquidity_cycle_state;taker_buy_sell_volume_ratio_last,"Mul(ZScore(Mean(taker_buy_sell_volume_ratio_last,8)),Sign(TSRank(liquidity_cycle_state,4)))",,liquidity_cycle_state,liquidity_cycle_state:upper_alias;taker_buy_sell_volume_ratio_last:base_schema,HOLD_CONTRACT_DRIFT_BACKFILL_REQUIRED
a7ls28b_110a6c816287c0a3,open_interest_like|positioning_like|regime_state,seed_gated_sign,window_grid,2,liquidity_cycle_state;taker_buy_sell_volume_ratio_last,"Mul(ZScore(Mean(taker_buy_sell_volume_ratio_last,12)),Sign(TSRank(liquidity_cycle_state,4)))",,liquidity_cycle_state,liquidity_cycle_state:upper_alias;taker_buy_sell_volume_ratio_last:base_schema,HOLD_CONTRACT_DRIFT_BACKFILL_REQUIRED
a7ls28b_e65fc4a41f35a75a,open_interest_like|positioning_like|regime_state,seed_gated_sign,window_grid,2,liquidity_cycle_state;taker_buy_sell_volume_ratio_last,"Mul(ZScore(Mean(taker_buy_sell_volume_ratio_last,24)),Sign(TSRank(liquidity_cycle_state,4)))",,liquidity_cycle_state,liquidity_cycle_state:upper_alias;taker_buy_sell_volume_ratio_last:base_schema,HOLD_CONTRACT_DRIFT_BACKFILL_REQUIRED
a7ls28b_361dbdcafe04cd3b,open_interest_like|positioning_like|regime_state,seed_gated_sign,window_grid,2,liquidity_cycle_state;taker_buy_sell_volume_ratio_last,"Mul(ZScore(Mean(taker_buy_sell_volume_ratio_last,72)),Sign(TSRank(liquidity_cycle_state,4)))",,liquidity_cycle_state,liquidity_cycle_state:upper_alias;taker_buy_sell_volume_ratio_last:base_schema,HOLD_CONTRACT_DRIFT_BACKFILL_REQUIRED
a7ls28b_8a3504ac2a78802c,open_interest_like|positioning_like|regime_state,seed_gated_sign,window_grid,2,liquidity_cycle_state;taker_buy_sell_volume_ratio_last,"Mul(ZScore(Mean(taker_buy_sell_volume_ratio_last,96)),Sign(TSRank(liquidity_cycle_state,4)))",,liquidity_cycle_state,liquidity_cycle_state:upper_alias;taker_buy_sell_volume_ratio_last:base_schema,HOLD_CONTRACT_DRIFT_BACKFILL_REQUIRED
a7ls28b_032aff5ffc306138,open_interest_like|positioning_like|regime_state,seed_gated_sign,window_grid,2,liquidity_cycle_state;taker_buy_sell_volume_ratio_last,"Mul(ZScore(Mean(taker_buy_sell_volume_ratio_last,168)),Sign(TSRank(liquidity_cycle_state,4)))",,liquidity_cycle_state,liquidity_cycle_state:upper_alias;taker_buy_sell_volume_ratio_last:base_schema,HOLD_CONTRACT_DRIFT_BACKFILL_REQUIRED
a7ls28b_c848b6fd1a0aacc2,open_interest_like|positioning_like|regime_state,seed_gated_sign,window_grid,2,liquidity_cycle_state;taker_buy_sell_volume_ratio_last,"Mul(ZScore(Mean(taker_buy_sell_volume_ratio_last,240)),Sign(TSRank(liquidity_cycle_state,4)))",,liquidity_cycle_state,liquidity_cycle_state:upper_alias;taker_buy_sell_volume_ratio_last:base_schema,HOLD_CONTRACT_DRIFT_BACKFILL_REQUIRED
a7ls28b_7a1149cb905d2903,open_interest_like|positioning_like|regime_state,seed_gated_sign,window_grid,2,liquidity_cycle_state;taker_buy_sell_volume_ratio_last,"Mul(ZScore(Mean(taker_buy_sell_volume_ratio_last,336)),Sign(TSRank(liquidity_cycle_state,4)))",,liquidity_cycle_state,liquidity_cycle_state:upper_alias;taker_buy_sell_volume_ratio_last:base_schema,HOLD_CONTRACT_DRIFT_BACKFILL_REQUIRED
a7ls28b_e6aa5930c14eb0fd,open_interest_like|positioning_like|regime_state,seed_gated_sign,window_grid,2,liquidity_cycle_state;taker_buy_sell_volume_ratio_last,"Mul(ZScore(Mean(taker_buy_sell_volume_ratio_last,504)),Sign(TSRank(liquidity_cycle_state,4)))",,liquidity_cycle_state,liquidity_cycle_state:upper_alias;taker_buy_sell_volume_ratio_last:base_schema,HOLD_CONTRACT_DRIFT_BACKFILL_REQUIRED
a7ls28b_4896e3107714a331,basis_premium_like|positioning_like,signed_spread,window_grid,2,premium_abs_168h;top_long_short_position_ratio_mean,"Mul(Sub(CSRank(Decay(premium_abs_168h,96)),CSRank(TSRank(top_long_short_position_ratio_mean,4))),Sign(TSRank(top_long_short_position_ratio_mean,16)))",,premium_abs_168h,premium_abs_168h:latent_schema;top_long_short_position_ratio_mean:base_schema,HOLD_CONTRACT_DRIFT_BACKFILL_REQUIRED
a7ls28b_0b823ef3f5d994a2,basis_premium_like|positioning_like,signed_spread,window_grid,2,premium_abs_168h;top_long_short_position_ratio_mean,"Mul(Sub(CSRank(Decay(premium_abs_168h,96)),CSRank(TSRank(top_long_short_position_ratio_mean,8))),Sign(TSRank(top_long_short_position_ratio_mean,16)))",,premium_abs_168h,premium_abs_168h:latent_schema;top_long_short_position_ratio_mean:base_schema,HOLD_CONTRACT_DRIFT_BACKFILL_REQUIRED
a7ls28b_4632053fcc11fe04,basis_premium_like|positioning_like,signed_spread,window_grid,2,premium_abs_168h;top_long_short_position_ratio_mean,"Mul(Sub(CSRank(Decay(premium_abs_168h,96)),CSRank(TSRank(top_long_short_position_ratio_mean,12))),Sign(TSRank(top_long_short_position_ratio_mean,16)))",,premium_abs_168h,premium_abs_168h:latent_schema;top_long_short_position_ratio_mean:base_schema,HOLD_CONTRACT_DRIFT_BACKFILL_REQUIRED
a7ls28b_fc696b888b067b5d,basis_premium_like|positioning_like,signed_spread,window_grid,2,premium_abs_168h;top_long_short_position_ratio_mean,"Mul(Sub(CSRank(Decay(premium_abs_168h,96)),CSRank(TSRank(top_long_short_position_ratio_mean,24))),Sign(TSRank(top_long_short_position_ratio_mean,16)))",,premium_abs_168h,premium_abs_168h:latent_schema;top_long_short_position_ratio_mean:base_schema,HOLD_CONTRACT_DRIFT_BACKFILL_REQUIRED
a7ls28b_4d946fc7c175a2a5,basis_premium_like|positioning_like,signed_spread,window_grid,2,premium_abs_168h;top_long_short_position_ratio_mean,"Mul(Sub(CSRank(Decay(premium_abs_168h,96)),CSRank(TSRank(top_long_short_position_ratio_mean,48))),Sign(TSRank(top_long_short_position_ratio_mean,16)))",,premium_abs_168h,premium_abs_168h:latent_schema;top_long_short_position_ratio_mean:base_schema,HOLD_CONTRACT_DRIFT_BACKFILL_REQUIRED
a7ls28b_4eccca52e262af5e,basis_premium_like|positioning_like,signed_spread,window_grid,2,premium_abs_168h;top_long_short_position_ratio_mean,"Mul(Sub(CSRank(Decay(premium_abs_168h,96)),CSRank(TSRank(top_long_short_position_ratio_mean,72))),Sign(TSRank(top_long_short_position_ratio_mean,16)))",,premium_abs_168h,premium_abs_168h:latent_schema;top_long_short_position_ratio_mean:base_schema,HOLD_CONTRACT_DRIFT_BACKFILL_REQUIRED
a7ls28b_105bc04ad1140fd3,basis_premium_like|positioning_like,signed_spread,window_grid,2,premium_abs_168h;top_long_short_position_ratio_mean,"Mul(Sub(CSRank(Decay(premium_abs_168h,96)),CSRank(TSRank(top_long_short_position_ratio_mean,96))),Sign(TSRank(top_long_short_position_ratio_mean,16)))",,premium_abs_168h,premium_abs_168h:latent_schema;top_long_short_position_ratio_mean:base_schema,HOLD_CONTRACT_DRIFT_BACKFILL_REQUIRED
a7ls28b_ee525879e21c2325,basis_premium_like|positioning_like,signed_spread,window_grid,2,premium_abs_168h;top_long_short_position_ratio_mean,"Mul(Sub(CSRank(Decay(premium_abs_168h,96)),CSRank(TSRank(top_long_short_position_ratio_mean,168))),Sign(TSRank(top_long_short_position_ratio_mean,16)))",,premium_abs_168h,premium_abs_168h:latent_schema;top_long_short_position_ratio_mean:base_schema,HOLD_CONTRACT_DRIFT_BACKFILL_REQUIRED
a7ls28b_75d38c9dfffa91d5,basis_premium_like|positioning_like,signed_spread,window_grid,2,premium_abs_168h;top_long_short_position_ratio_mean,"Mul(Sub(CSRank(Decay(premium_abs_168h,96)),CSRank(TSRank(top_long_short_position_ratio_mean,240))),Sign(TSRank(top_long_short_position_ratio_mean,16)))",,premium_abs_168h,premium_abs_168h:latent_schema;top_long_short_position_ratio_mean:base_schema,HOLD_CONTRACT_DRIFT_BACKFILL_REQUIRED
a7ls28b_ced1f053ad7363ac,basis_premium_like|positioning_like,signed_spread,window_grid,2,premium_abs_168h;top_long_short_position_ratio_mean,"Mul(Sub(CSRank(Decay(premium_abs_168h,96)),CSRank(TSRank(top_long_short_position_ratio_mean,336))),Sign(TSRank(top_long_short_position_ratio_mean,16)))",,premium_abs_168h,premium_abs_168h:latent_schema;top_long_short_position_ratio_mean:base_schema,HOLD_CONTRACT_DRIFT_BACKFILL_REQUIRED
a7ls28b_de132045b2f502be,basis_premium_like|positioning_like,signed_spread,window_grid,2,premium_abs_168h;top_long_short_position_ratio_mean,"Mul(Sub(CSRank(Decay(premium_abs_168h,96)),CSRank(TSRank(top_long_short_position_ratio_mean,504))),Sign(TSRank(top_long_short_position_ratio_mean,16)))",,premium_abs_168h,premium_abs_168h:latent_schema;top_long_short_position_ratio_mean:base_schema,HOLD_CONTRACT_DRIFT_BACKFILL_REQUIRED
a7ls28b_81e6bdb97c57e666,basis_premium_like|positioning_like,signed_spread,window_grid,2,premium_abs_168h;top_long_short_position_ratio_mean,"Mul(Sub(CSRank(Decay(premium_abs_168h,4)),CSRank(TSRank(top_long_short_position_ratio_mean,16))),Sign(TSRank(top_long_short_position_ratio_mean,16)))",,premium_abs_168h,premium_abs_168h:latent_schema;top_long_short_position_ratio_mean:base_schema,HOLD_CONTRACT_DRIFT_BACKFILL_REQUIRED
a7ls28b_5c162d3bd9060c47,basis_premium_like|positioning_like,signed_spread,window_grid,2,premium_abs_168h;top_long_short_position_ratio_mean,"Mul(Sub(CSRank(Decay(premium_abs_168h,8)),CSRank(TSRank(top_long_short_position_ratio_mean,16))),Sign(TSRank(top_long_short_position_ratio_mean,16)))",,premium_abs_168h,premium_abs_168h:latent_schema;top_long_short_position_ratio_mean:base_schema,HOLD_CONTRACT_DRIFT_BACKFILL_REQUIRED
a7ls28b_43bf7ec9396d7425,basis_premium_like|positioning_like,signed_spread,window_grid,2,premium_abs_168h;top_long_short_position_ratio_mean,"Mul(Sub(CSRank(Decay(premium_abs_168h,12)),CSRank(TSRank(top_long_short_position_ratio_mean,16))),Sign(TSRank(top_long_short_position_ratio_mean,16)))",,premium_abs_168h,premium_abs_168h:latent_schema;top_long_short_position_ratio_mean:base_schema,HOLD_CONTRACT_DRIFT_BACKFILL_REQUIRED
a7ls28b_f677de5a01e7755b,basis_premium_like|positioning_like,signed_spread,window_grid,2,premium_abs_168h;top_long_short_position_ratio_mean,"Mul(Sub(CSRank(Decay(premium_abs_168h,24)),CSRank(TSRank(top_long_short_position_ratio_mean,16))),Sign(TSRank(top_long_short_position_ratio_mean,16)))",,premium_abs_168h,premium_abs_168h:latent_schema;top_long_short_position_ratio_mean:base_schema,HOLD_CONTRACT_DRIFT_BACKFILL_REQUIRED
a7ls28b_b33909013740923c,basis_premium_like|positioning_like,signed_spread,window_grid,2,premium_abs_168h;top_long_short_position_ratio_mean,"Mul(Sub(CSRank(Decay(premium_abs_168h,48)),CSRank(TSRank(top_long_short_position_ratio_mean,16))),Sign(TSRank(top_long_short_position_ratio_mean,16)))",,premium_abs_168h,premium_abs_168h:latent_schema;top_long_short_position_ratio_mean:base_schema,HOLD_CONTRACT_DRIFT_BACKFILL_REQUIRED
a7ls28b_e61fcf036f3e998b,basis_premium_like|positioning_like,signed_spread,window_grid,2,premium_abs_168h;top_long_short_position_ratio_mean,"Mul(Sub(CSRank(Decay(premium_abs_168h,72)),CSRank(TSRank(top_long_short_position_ratio_mean,16))),Sign(TSRank(top_long_short_position_ratio_mean,16)))",,premium_abs_168h,premium_abs_168h:latent_schema;top_long_short_position_ratio_mean:base_schema,HOLD_CONTRACT_DRIFT_BACKFILL_REQUIRED
a7ls28b_1fc0a79c48669738,basis_premium_like|positioning_like,signed_spread,window_grid,2,premium_abs_168h;top_long_short_position_ratio_mean,"Mul(Sub(CSRank(Decay(premium_abs_168h,168)),CSRank(TSRank(top_long_short_position_ratio_mean,16))),Sign(TSRank(top_long_short_position_ratio_mean,16)))",,premium_abs_168h,premium_abs_168h:latent_schema;top_long_short_position_ratio_mean:base_schema,HOLD_CONTRACT_DRIFT_BACKFILL_REQUIRED
a7ls28b_61217f2566a574b8,basis_premium_like|positioning_like,signed_spread,window_grid,2,premium_abs_168h;top_long_short_position_ratio_mean,"Mul(Sub(CSRank(Decay(premium_abs_168h,240)),CSRank(TSRank(top_long_short_position_ratio_mean,16))),Sign(TSRank(top_long_short_position_ratio_mean,16)))",,premium_abs_168h,premium_abs_168h:latent_schema;top_long_short_position_ratio_mean:base_schema,HOLD_CONTRACT_DRIFT_BACKFILL_REQUIRED
a7ls28b_ef09c63ffcdac70d,basis_premium_like|positioning_like,signed_spread,window_grid,2,premium_abs_168h;top_long_short_position_ratio_mean,"Mul(Sub(CSRank(Decay(premium_abs_168h,336)),CSRank(TSRank(top_long_short_position_ratio_mean,16))),Sign(TSRank(top_long_short_position_ratio_mean,16)))",,premium_abs_168h,premium_abs_168h:latent_schema;top_long_short_position_ratio_mean:base_schema,HOLD_CONTRACT_DRIFT_BACKFILL_REQUIRED
a7ls28b_94ccf0a575466e6b,basis_premium_like|positioning_like,signed_spread,window_grid,2,premium_abs_168h;top_long_short_position_ratio_mean,"Mul(Sub(CSRank(Decay(premium_abs_168h,504)),CSRank(TSRank(top_long_short_position_ratio_mean,16))),Sign(TSRank(top_long_short_position_ratio_mean,16)))",,premium_abs_168h,premium_abs_168h:latent_schema;top_long_short_position_ratio_mean:base_schema,HOLD_CONTRACT_DRIFT_BACKFILL_REQUIRED
a7ls28b_f1cc3fe84c139f05,open_interest_like|positioning_like|regime_state,seed_gated_sign,window_grid,2,liquidity_cycle_state;taker_buy_sell_volume_ratio_last,"Mul(ZScore(Mean(taker_buy_sell_volume_ratio_last,4)),Sign(TSRank(liquidity_cycle_state,336)))",,liquidity_cycle_state,liquidity_cycle_state:upper_alias;taker_buy_sell_volume_ratio_last:base_schema,HOLD_CONTRACT_DRIFT_BACKFILL_REQUIRED
a7ls28b_c56846cce440d70f,open_interest_like|positioning_like|regime_state,seed_gated_sign,window_grid,2,liquidity_cycle_state;taker_buy_sell_volume_ratio_last,"Mul(ZScore(Mean(taker_buy_sell_volume_ratio_last,8)),Sign(TSRank(liquidity_cycle_state,336)))",,liquidity_cycle_state,liquidity_cycle_state:upper_alias;taker_buy_sell_volume_ratio_last:base_schema,HOLD_CONTRACT_DRIFT_BACKFILL_REQUIRED
a7ls28b_1b3b2a17fd437cdb,open_interest_like|positioning_like|regime_state,seed_gated_sign,window_grid,2,liquidity_cycle_state;taker_buy_sell_volume_ratio_last,"Mul(ZScore(Mean(taker_buy_sell_volume_ratio_last,12)),Sign(TSRank(liquidity_cycle_state,336)))",,liquidity_cycle_state,liquidity_cycle_state:upper_alias;taker_buy_sell_volume_ratio_last:base_schema,HOLD_CONTRACT_DRIFT_BACKFILL_REQUIRED
a7ls28b_f0635a1ff4cf3889,open_interest_like|positioning_like|regime_state,seed_gated_sign,window_grid,2,liquidity_cycle_state;taker_buy_sell_volume_ratio_last,"Mul(ZScore(Mean(taker_buy_sell_volume_ratio_last,24)),Sign(TSRank(liquidity_cycle_state,336)))",,liquidity_cycle_state,liquidity_cycle_state:upper_alias;taker_buy_sell_volume_ratio_last:base_schema,HOLD_CONTRACT_DRIFT_BACKFILL_REQUIRED
a7ls28b_26da7de9ee2099a8,open_interest_like|positioning_like|regime_state,seed_gated_sign,window_grid,2,liquidity_cycle_state;taker_buy_sell_volume_ratio_last,"Mul(ZScore(Mean(taker_buy_sell_volume_ratio_last,72)),Sign(TSRank(liquidity_cycle_state,336)))",,liquidity_cycle_state,liquidity_cycle_state:upper_alias;taker_buy_sell_volume_ratio_last:base_schema,HOLD_CONTRACT_DRIFT_BACKFILL_REQUIRED
a7ls28b_b314b8eab087ea60,open_interest_like|positioning_like|regime_state,seed_gated_sign,window_grid,2,liquidity_cycle_state;taker_buy_sell_volume_ratio_last,"Mul(ZScore(Mean(taker_buy_sell_volume_ratio_last,96)),Sign(TSRank(liquidity_cycle_state,336)))",,liquidity_cycle_state,liquidity_cycle_state:upper_alias;taker_buy_sell_volume_ratio_last:base_schema,HOLD_CONTRACT_DRIFT_BACKFILL_REQUIRED
a7ls28b_dc3c40f4669403eb,open_interest_like|positioning_like|regime_state,seed_gated_sign,window_grid,2,liquidity_cycle_state;taker_buy_sell_volume_ratio_last,"Mul(ZScore(Mean(taker_buy_sell_volume_ratio_last,168)),Sign(TSRank(liquidity_cycle_state,336)))",,liquidity_cycle_state,liquidity_cycle_state:upper_alias;taker_buy_sell_volume_ratio_last:base_schema,HOLD_CONTRACT_DRIFT_BACKFILL_REQUIRED
a7ls28b_0b10a7460c5d2252,open_interest_like|positioning_like|regime_state,seed_gated_sign,window_grid,2,liquidity_cycle_state;taker_buy_sell_volume_ratio_last,"Mul(ZScore(Mean(taker_buy_sell_volume_ratio_last,240)),Sign(TSRank(liquidity_cycle_state,336)))",,liquidity_cycle_state,liquidity_cycle_state:upper_alias;taker_buy_sell_volume_ratio_last:base_schema,HOLD_CONTRACT_DRIFT_BACKFILL_REQUIRED
a7ls28b_2acdb25fcfdadc99,open_interest_like|positioning_like|regime_state,seed_gated_sign,window_grid,2,liquidity_cycle_state;taker_buy_sell_volume_ratio_last,"Mul(ZScore(Mean(taker_buy_sell_volume_ratio_last,336)),Sign(TSRank(liquidity_cycle_state,336)))",,liquidity_cycle_state,liquidity_cycle_state:upper_alias;taker_buy_sell_volume_ratio_last:base_schema,HOLD_CONTRACT_DRIFT_BACKFILL_REQUIRED
a7ls28b_57eba474c203648a,open_interest_like|positioning_like|regime_state,seed_gated_sign,window_grid,2,liquidity_cycle_state;taker_buy_sell_volume_ratio_last,"Mul(ZScore(Mean(taker_buy_sell_volume_ratio_last,504)),Sign(TSRank(liquidity_cycle_state,336)))",,liquidity_cycle_state,liquidity_cycle_state:upper_alias;taker_buy_sell_volume_ratio_last:base_schema,HOLD_CONTRACT_DRIFT_BACKFILL_REQUIRED
a7ls28b_edb2246c357359fc,open_interest_like|positioning_like|regime_state,seed_gated_sign,window_grid,2,leverage_crowding_state;taker_buy_sell_volume_ratio_last,"Mul(ZScore(Mean(taker_buy_sell_volume_ratio_last,4)),Sign(TSRank(leverage_crowding_state,24)))",,leverage_crowding_state,leverage_crowding_state:upper_alias;taker_buy_sell_volume_ratio_last:base_schema,HOLD_CONTRACT_DRIFT_BACKFILL_REQUIRED
a7ls28b_cbd5eecdb8587ad6,open_interest_like|positioning_like|regime_state,seed_gated_sign,window_grid,2,leverage_crowding_state;taker_buy_sell_volume_ratio_last,"Mul(ZScore(Mean(taker_buy_sell_volume_ratio_last,8)),Sign(TSRank(leverage_crowding_state,24)))",,leverage_crowding_state,leverage_crowding_state:upper_alias;taker_buy_sell_volume_ratio_last:base_schema,HOLD_CONTRACT_DRIFT_BACKFILL_REQUIRED
