candidate_id,fields,candidate_role,field_roles,role_violation,selected_alpha_like,control_dominated_premay,may_stress_failed,decision
a7al2q_4aac9638b61f4f3e,index_close|open_interest_value_mean,weak_or_unclassified,unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_fe6b9075653b3346,index_close|open_interest_last,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_f09972b11656a86f,mark_close|open_interest_mean,weak_or_unclassified,unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_b9043b73441e8820,index_close|open_interest_last,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_3b2e2307c2d85bce,open_interest_mean|trade_close,weak_or_unclassified,unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_8fd36dde82ce6081,open_interest_value_mean|trade_close,weak_or_unclassified,unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_65053df2d64201f0,mark_close|open_interest_last,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_6cd0b381219158a3,mark_close|open_interest_value_mean,weak_or_unclassified,unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_1d69ec01b2f609ba,open_interest_value_last|trade_close,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_ac07f1c42577230e,index_close|open_interest_value_last,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_e78d736bd5bd9a39,mark_close|open_interest_last,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_e29c30c870b34177,index_close|open_interest_mean,weak_or_unclassified,unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_76545573be97deda,index_close|open_interest_value_mean,weak_or_unclassified,unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_2324271dd92a9d46,mark_close|open_interest_last,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_7dfe802a297e96b5,index_close|open_interest_last,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_7fc6d0d15d24711f,open_interest_value_last|trade_close,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_f15f707c30910226,open_interest_value_last|trade_close,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_fdeb3d04298246ca,mark_close|open_interest_value_mean,weak_or_unclassified,unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_2052bacce41ab020,mark_close|open_interest_value_mean,weak_or_unclassified,unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_0acca891edd5a4f5,mark_close|open_interest_value_last,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_488ff33636c2eef0,mark_close|open_interest_value_last,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_c0a409b675877d88,mark_close|open_interest_value_mean,weak_or_unclassified,unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_41d8a7b630368093,index_close|open_interest_last,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_1caf99f7d5ec6c55,open_interest_mean|trade_close,weak_or_unclassified,unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_5e64dc0583097755,index_close|open_interest_value_last,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_4954a75daba1e670,index_close|open_interest_mean,weak_or_unclassified,unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_e20f079b7697a28a,index_close|open_interest_value_last,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_73f1f20664bdff2f,index_close|open_interest_value_mean,weak_or_unclassified,unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_24e3d5a3a326b04a,open_interest_value_last|trade_close,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_ebc26a1be25c44f2,index_close|open_interest_mean,weak_or_unclassified,unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_888cf3364da58e89,index_close|open_interest_last,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_0cf0c216b6c99dbf,mark_close|open_interest_value_last,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_e7b14c01f3c889cb,open_interest_value_last|trade_close,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_0bb2e448cfb584ab,open_interest_last|trade_close,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_d16aac4d3c2b45eb,mark_close|open_interest_value_last,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_37d065a769714583,mark_close|open_interest_last,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_6fe9d961ba05ead2,open_interest_value_last|trade_close,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_50b9e419dd666697,mark_close|open_interest_value_last,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_483bd46f64253628,index_close|open_interest_value_mean,weak_or_unclassified,unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_158af2a15215f091,index_close|open_interest_value_mean,weak_or_unclassified,unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_d4e89cb036792026,mark_close|open_interest_last,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_d61eb8d84ff2fd28,index_close|open_interest_value_last,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_eae894153a5b1018,open_interest_value_last|trade_close,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_26553cd7c0d992c4,open_interest_mean|trade_close,weak_or_unclassified,unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_ce9d48f3d185b41f,open_interest_value_mean|trade_close,weak_or_unclassified,unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_8ee4ec11bee59f5b,index_close|open_interest_last,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_cccfb11f25efa158,index_close|open_interest_last,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_e00764740d16c82d,mark_close|open_interest_mean,weak_or_unclassified,unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_5e60a4851c135863,mark_close|open_interest_value_mean,weak_or_unclassified,unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_97a230acaef2da85,open_interest_mean|trade_close,weak_or_unclassified,unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_0c918b6558a7201a,open_interest_mean|trade_close,weak_or_unclassified,unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_d781831c8d52a9c6,index_close|open_interest_last,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_6ba3241c7c70a310,open_interest_value_mean|trade_close,weak_or_unclassified,unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_f0005b2aa864f0e5,index_close|open_interest_value_mean,weak_or_unclassified,unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_6c9a99ae85a0db4e,index_close|open_interest_value_mean,weak_or_unclassified,unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_c0177bc51f6fa462,index_close|open_interest_last,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_cdcb1236bbcdd8d0,open_interest_last|trade_close,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_a5a1e2a7fbccd060,index_close|open_interest_value_mean,weak_or_unclassified,unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_eb58890d2481b284,mark_close|open_interest_last,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_9346ae7963bd86eb,open_interest_mean|trade_close,weak_or_unclassified,unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_4aab8949645769de,index_close|open_interest_value_last,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_7f56ee26c0453ebd,mark_close|open_interest_value_mean,weak_or_unclassified,unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_741eb12a806fb51e,open_interest_value_mean|trade_close,weak_or_unclassified,unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_c9eb4da6eb0be8da,index_close|open_interest_last,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_b0f1a10861f7d106,open_interest_mean|trade_close,weak_or_unclassified,unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_2eb95b0dd82a1cc8,open_interest_last|trade_close,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_de96c556b9cf7500,open_interest_value_mean|trade_close,weak_or_unclassified,unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_d930dac3b686651f,index_close|open_interest_last,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_ba06a6179ef23834,open_interest_last|trade_close,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_999236b6725531f9,index_close|open_interest_value_last,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_4ebe757605916eb5,open_interest_mean|trade_close,weak_or_unclassified,unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_d12df08eedf4ecb0,index_close|open_interest_value_mean,weak_or_unclassified,unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_aba83a3a5e279b49,open_interest_value_last|trade_close,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_2bc187901e0abf86,mark_close|open_interest_value_mean,weak_or_unclassified,unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_515831fbd9bfa61b,index_close|open_interest_last,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_c097ea1896c0fd01,mark_close|open_interest_value_last,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_fb6b8afc4b222bd2,index_close|open_interest_mean,weak_or_unclassified,unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_5b86840532cc976e,mark_close|open_interest_value_mean,weak_or_unclassified,unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_249a6166fcbed45e,index_close|open_interest_value_mean,weak_or_unclassified,unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_8a7b246ffa434ce2,index_close|open_interest_mean,weak_or_unclassified,unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_feb95d60f90bb046,open_interest_mean|trade_close,weak_or_unclassified,unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_985f24225ddb852f,index_close|open_interest_last,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_bc671325d9fdc245,mark_close|open_interest_value_last,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_debfa8e166f39c94,mark_close|open_interest_mean,weak_or_unclassified,unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_7fd7e28ccb4cbb61,mark_close|open_interest_mean,weak_or_unclassified,unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_eaeaafed7be8637b,open_interest_mean|trade_close,weak_or_unclassified,unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_873983210ffcf850,mark_close|open_interest_mean,weak_or_unclassified,unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_ddb888c5a8037294,open_interest_value_last|trade_close,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_97d09b606034a306,mark_close|open_interest_value_last,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_b5a00ac94278f6be,mark_close|open_interest_value_mean,weak_or_unclassified,unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_b159a18729e7b9d7,mark_close|open_interest_last,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_ea8aeb7b87e1a723,mark_close|open_interest_mean,weak_or_unclassified,unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_8cd0f76aa0e78fcd,index_close|open_interest_value_mean,weak_or_unclassified,unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_46e1847fc5a82c3c,index_close|open_interest_value_last,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_bee0ae5f7a3f3586,index_close|open_interest_value_last,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_2ab8bccd406b44d7,index_close|open_interest_value_mean,weak_or_unclassified,unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_9e46cf2690e0e42d,open_interest_value_mean|trade_close,weak_or_unclassified,unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_7c3c62713327b83d,index_close|open_interest_mean,weak_or_unclassified,unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_0d6230ebaa16ec00,mark_close|open_interest_value_mean,weak_or_unclassified,unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_d547e0c7b646abb0,mark_close|open_interest_last,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_b055207ed4e800a3,index_close|open_interest_value_last,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_3dc87eb10a8010ec,index_close|open_interest_value_mean,weak_or_unclassified,unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_ce88605530d85e78,index_close|open_interest_value_mean,weak_or_unclassified,unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_bd2e70e92da574dc,mark_close|open_interest_last,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_c64aafcb46583f07,open_interest_last|trade_close,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_e7e86acf93558403,index_close|open_interest_value_last,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_8727315801bae34a,mark_close|open_interest_mean,weak_or_unclassified,unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_e1d5dd73c16e1a3c,index_close|open_interest_value_last,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_0e679069a106ee1c,mark_close|open_interest_last,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_7a6daaa3e2148514,index_close|open_interest_value_last,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_bc9beda15582a515,open_interest_last|trade_close,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_bb7905b582582ba2,mark_close|open_interest_mean,weak_or_unclassified,unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_836b37841a291961,index_close|open_interest_value_mean,weak_or_unclassified,unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_c992a583c458a551,index_close|open_interest_mean,weak_or_unclassified,unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_d67732d9b1a3a465,open_interest_last|trade_close,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_b5acd8b7ed894e88,index_close|open_interest_value_last,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_2b9a6b280c9d2ca5,index_close|open_interest_value_mean,weak_or_unclassified,unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_7819e485a43e909b,open_interest_last|trade_close,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_fdba1b40b8c07f88,index_close|open_interest_mean,weak_or_unclassified,unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_a5a8660dd22c6519,open_interest_value_last|trade_close,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_aefcacbd3189c91f,index_close|open_interest_mean,weak_or_unclassified,unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_7db3836da3690d58,index_close|open_interest_value_last,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_dabf4b36a64b183f,mark_close|open_interest_value_mean,weak_or_unclassified,unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_c301a984824702d1,mark_close|open_interest_mean,weak_or_unclassified,unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_efc8fcca3b092a8b,open_interest_value_last|trade_close,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_d49caca6b25a2c23,index_close|open_interest_value_mean,weak_or_unclassified,unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_5ddddf8de88dc6ee,open_interest_value_last|trade_close,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_9f523ebc0e05c08f,open_interest_mean|trade_close,weak_or_unclassified,unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_e736f9aa249d87f0,open_interest_value_last|trade_close,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_f9d1095e8805c082,open_interest_mean|trade_close,weak_or_unclassified,unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_bc73fd6e0490d0e1,open_interest_value_mean|trade_close,weak_or_unclassified,unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_a0eb553b28524922,index_close|open_interest_mean,weak_or_unclassified,unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_4de908be39f96c29,mark_close|open_interest_value_mean,weak_or_unclassified,unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_7c2e290798f02a31,mark_close|open_interest_mean,weak_or_unclassified,unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_a4f543de34877896,mark_close|open_interest_last,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_da7be614af3704ec,mark_close|open_interest_mean,weak_or_unclassified,unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_13264c9999b360c0,index_close|open_interest_value_last,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_6a6d0c7113c379a6,mark_close|open_interest_mean,weak_or_unclassified,unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_a0b914e41a8a3416,mark_close|open_interest_mean,weak_or_unclassified,unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_95c72f0d074e36a7,open_interest_value_mean|trade_close,weak_or_unclassified,unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_46aafc863e2f7906,mark_close|open_interest_last,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_1abce393fb985868,mark_close|open_interest_last,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_a4e983b1418b1129,index_close|open_interest_mean,weak_or_unclassified,unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_fd665b58cf507059,open_interest_value_mean|trade_close,weak_or_unclassified,unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_af55688c26895b0e,open_interest_value_mean|trade_close,weak_or_unclassified,unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_a04639c98a671293,open_interest_mean|trade_close,weak_or_unclassified,unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_6112f4ab48bbeca3,index_close|open_interest_value_last,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_6e978658555bb088,mark_close|open_interest_mean,weak_or_unclassified,unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_5697b75701d94f98,open_interest_last|trade_close,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_b04a094553ae5fd3,index_close|open_interest_last,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_013230d1f3e04393,mark_close|open_interest_last,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_0475f7f63700604e,mark_close|open_interest_last,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_bf6d8690ee960309,open_interest_last|trade_close,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_e424ab39c29ac088,mark_close|open_interest_value_last,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_463f72cf51a9f29f,open_interest_mean|trade_close,weak_or_unclassified,unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_1bfe5f662896d089,index_close|open_interest_value_last,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_9a8f1da76f86ed0c,open_interest_last|trade_close,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_7f87fde81f8c76f5,open_interest_value_last|trade_close,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_a1d5dee4a7d71743,open_interest_value_mean|trade_close,weak_or_unclassified,unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_58c77ebf0ff8977e,mark_close|open_interest_value_mean,weak_or_unclassified,unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_1e1153bd03859596,index_close|open_interest_value_last,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_829544b9ebd18dbb,index_close|open_interest_mean,weak_or_unclassified,unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_33c16e0d8c6bb9c8,index_close|open_interest_last,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_e1b36fb247ca854d,mark_close|open_interest_mean,weak_or_unclassified,unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_b7f1a40d3eed9540,mark_close|open_interest_value_mean,weak_or_unclassified,unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_29d7b72f362d3c4b,open_interest_value_mean|trade_close,weak_or_unclassified,unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_0680ffe70b16ee98,index_close|open_interest_value_mean,weak_or_unclassified,unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
