source_row_ordinal,repo_ref,commit_sha,run_id,data_release,evidence_role,superseded,authoritative_now,derived_feature_id,production_family,transform,declared_base_fields,effective_spec_dependencies,base_dependency_set,canonical_information_axis,axis_resolution_status,static_independence_status,unit_signature,window_family,transform_family,nested_derivation_depth,algebraic_equivalence,equivalence_group_id,equivalence_group_size_including_referenced_base_when_applicable,monotonic_rank_equivalence_risk,scope_restrictions,formula_provenance_status,formula_evidence,reconstructed_expression,expression_sha256,runtime_loaded,mapping_status,audit_notes
3447,main@09ac397c61b0b462497e9a8c0ea84981cc6a93f9,09ac397c61b0b462497e9a8c0ea84981cc6a93f9,NOT_APPLICABLE_STATIC_AUDIT,STATIC_HASHED_INVENTORY_NO_NUMERIC_DATA,STATIC_FEATURE_SPACE_QUALIFICATION,false,true,Delta_12h__agg_quantity_sum_24h,rolling_self_reproduction,Delta,agg_quantity_sum_24h,agg_quantity_sum_24h,agg_quantity,EXECUTED_QUANTITY,RESOLVED_CANONICAL_DEPENDENCY_BUCKET,NOT_IDENTIFIABLE_STATICALLY,BASE_ASSET_QUANTITY,12H_ROLLING,TEMPORAL_DIFFERENCE,2,NONE_PROVEN,,0,NONE_PROVEN,STATIC_SPEC_NOT_PROOF_OF_FULL_MATERIALIZATION;STATIC_ONLY_NOT_CURRENT_RUNTIME_LOADED;AGG_MASK_REQUIRED;ROLLING_ON_ROLLING,HISTORICAL_DRY_RUN_FORMATTER_AND_REPLAY_EVALUATOR_RECOVERED,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v3_agg_aware_candidate_dry_run.py;git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v5_small_replay_smoke.py,"Delta(agg_quantity_sum_24h,12)",809DD5FC0868A0F1FDD8143999DBB744EE73D4D9C259CF32F23C881B3B9AC80C,false,STATIC_ONLY,
3448,main@09ac397c61b0b462497e9a8c0ea84981cc6a93f9,09ac397c61b0b462497e9a8c0ea84981cc6a93f9,NOT_APPLICABLE_STATIC_AUDIT,STATIC_HASHED_INVENTORY_NO_NUMERIC_DATA,STATIC_FEATURE_SPACE_QUALIFICATION,false,true,Decay_12h__agg_quantity_sum_24h,rolling_self_reproduction,Decay,agg_quantity_sum_24h,agg_quantity_sum_24h,agg_quantity,EXECUTED_QUANTITY,RESOLVED_CANONICAL_DEPENDENCY_BUCKET,NOT_IDENTIFIABLE_STATICALLY,BASE_ASSET_QUANTITY,12H_ROLLING,EXPONENTIAL_SMOOTHING,2,NONE_PROVEN,,0,NONE_PROVEN,STATIC_SPEC_NOT_PROOF_OF_FULL_MATERIALIZATION;STATIC_ONLY_NOT_CURRENT_RUNTIME_LOADED;AGG_MASK_REQUIRED;ROLLING_ON_ROLLING,HISTORICAL_DRY_RUN_FORMATTER_AND_REPLAY_EVALUATOR_RECOVERED,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v3_agg_aware_candidate_dry_run.py;git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v5_small_replay_smoke.py,"Decay(agg_quantity_sum_24h,12)",6BAFD6495AB026F8835211B4B467F5384BD9944D3F7A1F54F068B3C83151711A,false,STATIC_ONLY,
3449,main@09ac397c61b0b462497e9a8c0ea84981cc6a93f9,09ac397c61b0b462497e9a8c0ea84981cc6a93f9,NOT_APPLICABLE_STATIC_AUDIT,STATIC_HASHED_INVENTORY_NO_NUMERIC_DATA,STATIC_FEATURE_SPACE_QUALIFICATION,false,true,RollingMin_12h__agg_quantity_sum_24h,rolling_self_reproduction,RollingMin,agg_quantity_sum_24h,agg_quantity_sum_24h,agg_quantity,EXECUTED_QUANTITY,RESOLVED_CANONICAL_DEPENDENCY_BUCKET,NOT_IDENTIFIABLE_STATICALLY,BASE_ASSET_QUANTITY,12H_ROLLING,ROLLING_EXTREME,2,NONE_PROVEN,,0,NONE_PROVEN,STATIC_SPEC_NOT_PROOF_OF_FULL_MATERIALIZATION;STATIC_ONLY_NOT_CURRENT_RUNTIME_LOADED;AGG_MASK_REQUIRED;ROLLING_ON_ROLLING,HISTORICAL_DRY_RUN_FORMATTER_AND_REPLAY_EVALUATOR_RECOVERED,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v3_agg_aware_candidate_dry_run.py;git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v5_small_replay_smoke.py,"RollingMin(agg_quantity_sum_24h,12)",A5BED63BAAB2406C36AC9BB13E29F2F40A71C6846DC3DC42E11FB61CCE02DF64,false,STATIC_ONLY,
3450,main@09ac397c61b0b462497e9a8c0ea84981cc6a93f9,09ac397c61b0b462497e9a8c0ea84981cc6a93f9,NOT_APPLICABLE_STATIC_AUDIT,STATIC_HASHED_INVENTORY_NO_NUMERIC_DATA,STATIC_FEATURE_SPACE_QUALIFICATION,false,true,RollingMax_12h__agg_quantity_sum_24h,rolling_self_reproduction,RollingMax,agg_quantity_sum_24h,agg_quantity_sum_24h,agg_quantity,EXECUTED_QUANTITY,RESOLVED_CANONICAL_DEPENDENCY_BUCKET,NOT_IDENTIFIABLE_STATICALLY,BASE_ASSET_QUANTITY,12H_ROLLING,ROLLING_EXTREME,2,NONE_PROVEN,,0,NONE_PROVEN,STATIC_SPEC_NOT_PROOF_OF_FULL_MATERIALIZATION;STATIC_ONLY_NOT_CURRENT_RUNTIME_LOADED;AGG_MASK_REQUIRED;ROLLING_ON_ROLLING,HISTORICAL_DRY_RUN_FORMATTER_AND_REPLAY_EVALUATOR_RECOVERED,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v3_agg_aware_candidate_dry_run.py;git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v5_small_replay_smoke.py,"RollingMax(agg_quantity_sum_24h,12)",94A3C554B382AB305804D5C65A261F1296CC2CB550FDD7DA3C5233CD1CDE18CF,false,STATIC_ONLY,
3451,main@09ac397c61b0b462497e9a8c0ea84981cc6a93f9,09ac397c61b0b462497e9a8c0ea84981cc6a93f9,NOT_APPLICABLE_STATIC_AUDIT,STATIC_HASHED_INVENTORY_NO_NUMERIC_DATA,STATIC_FEATURE_SPACE_QUALIFICATION,false,true,ZScore_12h__agg_quantity_sum_24h,rolling_self_reproduction,ZScore,agg_quantity_sum_24h,agg_quantity_sum_24h,agg_quantity,EXECUTED_QUANTITY,RESOLVED_CANONICAL_DEPENDENCY_BUCKET,NOT_IDENTIFIABLE_STATICALLY,DIMENSIONLESS,12H_ROLLING,ROLLING_MEAN_THEN_CROSS_SECTIONAL_ZSCORE,3,NONE_PROVEN,,0,NONE_PROVEN,STATIC_SPEC_NOT_PROOF_OF_FULL_MATERIALIZATION;STATIC_ONLY_NOT_CURRENT_RUNTIME_LOADED;AGG_MASK_REQUIRED;ROLLING_ON_ROLLING;DECLARED_SAME_SYMBOL_BUT_EXECUTED_CROSS_SECTIONALLY;EFFECTIVE_CORE3_CROSS_SECTIONAL_DOF_AT_MOST_2,HISTORICAL_DRY_RUN_FORMATTER_AND_REPLAY_EVALUATOR_RECOVERED,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v3_agg_aware_candidate_dry_run.py;git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v5_small_replay_smoke.py,"ZScore(TSMean(agg_quantity_sum_24h,12))",D30204B5B26B23363E62B3B4CE378DF81D28B54F0EE3D7FB77CA7CD0FB749688,false,STATIC_ONLY,"historical formatter emits ZScore(TSMean(field,window)); evaluator implements ZScore as row-wise cross-sectional z-score"
3452,main@09ac397c61b0b462497e9a8c0ea84981cc6a93f9,09ac397c61b0b462497e9a8c0ea84981cc6a93f9,NOT_APPLICABLE_STATIC_AUDIT,STATIC_HASHED_INVENTORY_NO_NUMERIC_DATA,STATIC_FEATURE_SPACE_QUALIFICATION,false,true,TSMean_24h__agg_quantity_sum_24h,rolling_self_reproduction,TSMean,agg_quantity_sum_24h,agg_quantity_sum_24h,agg_quantity,EXECUTED_QUANTITY,RESOLVED_CANONICAL_DEPENDENCY_BUCKET,NOT_IDENTIFIABLE_STATICALLY,BASE_ASSET_QUANTITY,24H_ROLLING,ROLLING_LOCATION,2,NONE_PROVEN,,0,NONE_PROVEN,STATIC_SPEC_NOT_PROOF_OF_FULL_MATERIALIZATION;STATIC_ONLY_NOT_CURRENT_RUNTIME_LOADED;AGG_MASK_REQUIRED;ROLLING_ON_ROLLING,HISTORICAL_DRY_RUN_FORMATTER_AND_REPLAY_EVALUATOR_RECOVERED,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v3_agg_aware_candidate_dry_run.py;git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v5_small_replay_smoke.py,"TSMean(agg_quantity_sum_24h,24)",346611D74F52783A2ED562ACE8274D0EFE85CFEC8A302C9854833B4C53241035,false,STATIC_ONLY,
3453,main@09ac397c61b0b462497e9a8c0ea84981cc6a93f9,09ac397c61b0b462497e9a8c0ea84981cc6a93f9,NOT_APPLICABLE_STATIC_AUDIT,STATIC_HASHED_INVENTORY_NO_NUMERIC_DATA,STATIC_FEATURE_SPACE_QUALIFICATION,false,true,TSStd_24h__agg_quantity_sum_24h,rolling_self_reproduction,TSStd,agg_quantity_sum_24h,agg_quantity_sum_24h,agg_quantity,EXECUTED_QUANTITY,RESOLVED_CANONICAL_DEPENDENCY_BUCKET,NOT_IDENTIFIABLE_STATICALLY,BASE_ASSET_QUANTITY,24H_ROLLING,ROLLING_DISPERSION,2,NONE_PROVEN,,0,NONE_PROVEN,STATIC_SPEC_NOT_PROOF_OF_FULL_MATERIALIZATION;STATIC_ONLY_NOT_CURRENT_RUNTIME_LOADED;AGG_MASK_REQUIRED;ROLLING_ON_ROLLING,HISTORICAL_DRY_RUN_FORMATTER_AND_REPLAY_EVALUATOR_RECOVERED,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v3_agg_aware_candidate_dry_run.py;git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v5_small_replay_smoke.py,"TSStd(agg_quantity_sum_24h,24)",E1C48307B69ED7A2C27F4E58ECECC6EDDD8F0A6EE3760E743F783AF15AE9A604,false,STATIC_ONLY,
3454,main@09ac397c61b0b462497e9a8c0ea84981cc6a93f9,09ac397c61b0b462497e9a8c0ea84981cc6a93f9,NOT_APPLICABLE_STATIC_AUDIT,STATIC_HASHED_INVENTORY_NO_NUMERIC_DATA,STATIC_FEATURE_SPACE_QUALIFICATION,false,true,Delta_24h__agg_quantity_sum_24h,rolling_self_reproduction,Delta,agg_quantity_sum_24h,agg_quantity_sum_24h,agg_quantity,EXECUTED_QUANTITY,RESOLVED_CANONICAL_DEPENDENCY_BUCKET,NOT_IDENTIFIABLE_STATICALLY,BASE_ASSET_QUANTITY,24H_ROLLING,TEMPORAL_DIFFERENCE,2,NONE_PROVEN,,0,NONE_PROVEN,STATIC_SPEC_NOT_PROOF_OF_FULL_MATERIALIZATION;STATIC_ONLY_NOT_CURRENT_RUNTIME_LOADED;AGG_MASK_REQUIRED;ROLLING_ON_ROLLING,HISTORICAL_DRY_RUN_FORMATTER_AND_REPLAY_EVALUATOR_RECOVERED,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v3_agg_aware_candidate_dry_run.py;git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v5_small_replay_smoke.py,"Delta(agg_quantity_sum_24h,24)",290516D58A76ADD43F2B4893CDC9CDCF192D775F5A8010EDC26F2D776461BB74,false,STATIC_ONLY,
3455,main@09ac397c61b0b462497e9a8c0ea84981cc6a93f9,09ac397c61b0b462497e9a8c0ea84981cc6a93f9,NOT_APPLICABLE_STATIC_AUDIT,STATIC_HASHED_INVENTORY_NO_NUMERIC_DATA,STATIC_FEATURE_SPACE_QUALIFICATION,false,true,Decay_24h__agg_quantity_sum_24h,rolling_self_reproduction,Decay,agg_quantity_sum_24h,agg_quantity_sum_24h,agg_quantity,EXECUTED_QUANTITY,RESOLVED_CANONICAL_DEPENDENCY_BUCKET,NOT_IDENTIFIABLE_STATICALLY,BASE_ASSET_QUANTITY,24H_ROLLING,EXPONENTIAL_SMOOTHING,2,NONE_PROVEN,,0,NONE_PROVEN,STATIC_SPEC_NOT_PROOF_OF_FULL_MATERIALIZATION;STATIC_ONLY_NOT_CURRENT_RUNTIME_LOADED;AGG_MASK_REQUIRED;ROLLING_ON_ROLLING,HISTORICAL_DRY_RUN_FORMATTER_AND_REPLAY_EVALUATOR_RECOVERED,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v3_agg_aware_candidate_dry_run.py;git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v5_small_replay_smoke.py,"Decay(agg_quantity_sum_24h,24)",F4770D4F738269AB215D9865C5F7480315CAA6836786272AE344E316713D4C8E,false,STATIC_ONLY,
3456,main@09ac397c61b0b462497e9a8c0ea84981cc6a93f9,09ac397c61b0b462497e9a8c0ea84981cc6a93f9,NOT_APPLICABLE_STATIC_AUDIT,STATIC_HASHED_INVENTORY_NO_NUMERIC_DATA,STATIC_FEATURE_SPACE_QUALIFICATION,false,true,RollingMin_24h__agg_quantity_sum_24h,rolling_self_reproduction,RollingMin,agg_quantity_sum_24h,agg_quantity_sum_24h,agg_quantity,EXECUTED_QUANTITY,RESOLVED_CANONICAL_DEPENDENCY_BUCKET,NOT_IDENTIFIABLE_STATICALLY,BASE_ASSET_QUANTITY,24H_ROLLING,ROLLING_EXTREME,2,NONE_PROVEN,,0,NONE_PROVEN,STATIC_SPEC_NOT_PROOF_OF_FULL_MATERIALIZATION;STATIC_ONLY_NOT_CURRENT_RUNTIME_LOADED;AGG_MASK_REQUIRED;ROLLING_ON_ROLLING,HISTORICAL_DRY_RUN_FORMATTER_AND_REPLAY_EVALUATOR_RECOVERED,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v3_agg_aware_candidate_dry_run.py;git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v5_small_replay_smoke.py,"RollingMin(agg_quantity_sum_24h,24)",CAB4C3D2EDA69FFEC152F7B942FE929E5159773BC3F076B87366681AED7A8284,false,STATIC_ONLY,
3457,main@09ac397c61b0b462497e9a8c0ea84981cc6a93f9,09ac397c61b0b462497e9a8c0ea84981cc6a93f9,NOT_APPLICABLE_STATIC_AUDIT,STATIC_HASHED_INVENTORY_NO_NUMERIC_DATA,STATIC_FEATURE_SPACE_QUALIFICATION,false,true,RollingMax_24h__agg_quantity_sum_24h,rolling_self_reproduction,RollingMax,agg_quantity_sum_24h,agg_quantity_sum_24h,agg_quantity,EXECUTED_QUANTITY,RESOLVED_CANONICAL_DEPENDENCY_BUCKET,NOT_IDENTIFIABLE_STATICALLY,BASE_ASSET_QUANTITY,24H_ROLLING,ROLLING_EXTREME,2,NONE_PROVEN,,0,NONE_PROVEN,STATIC_SPEC_NOT_PROOF_OF_FULL_MATERIALIZATION;STATIC_ONLY_NOT_CURRENT_RUNTIME_LOADED;AGG_MASK_REQUIRED;ROLLING_ON_ROLLING,HISTORICAL_DRY_RUN_FORMATTER_AND_REPLAY_EVALUATOR_RECOVERED,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v3_agg_aware_candidate_dry_run.py;git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v5_small_replay_smoke.py,"RollingMax(agg_quantity_sum_24h,24)",870479AC9872D396E029562B5141548C9DDE25D4E399D9BC0133D3FA52D4F2E0,false,STATIC_ONLY,
3458,main@09ac397c61b0b462497e9a8c0ea84981cc6a93f9,09ac397c61b0b462497e9a8c0ea84981cc6a93f9,NOT_APPLICABLE_STATIC_AUDIT,STATIC_HASHED_INVENTORY_NO_NUMERIC_DATA,STATIC_FEATURE_SPACE_QUALIFICATION,false,true,ZScore_24h__agg_quantity_sum_24h,rolling_self_reproduction,ZScore,agg_quantity_sum_24h,agg_quantity_sum_24h,agg_quantity,EXECUTED_QUANTITY,RESOLVED_CANONICAL_DEPENDENCY_BUCKET,NOT_IDENTIFIABLE_STATICALLY,DIMENSIONLESS,24H_ROLLING,ROLLING_MEAN_THEN_CROSS_SECTIONAL_ZSCORE,3,NONE_PROVEN,,0,NONE_PROVEN,STATIC_SPEC_NOT_PROOF_OF_FULL_MATERIALIZATION;STATIC_ONLY_NOT_CURRENT_RUNTIME_LOADED;AGG_MASK_REQUIRED;ROLLING_ON_ROLLING;DECLARED_SAME_SYMBOL_BUT_EXECUTED_CROSS_SECTIONALLY;EFFECTIVE_CORE3_CROSS_SECTIONAL_DOF_AT_MOST_2,HISTORICAL_DRY_RUN_FORMATTER_AND_REPLAY_EVALUATOR_RECOVERED,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v3_agg_aware_candidate_dry_run.py;git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v5_small_replay_smoke.py,"ZScore(TSMean(agg_quantity_sum_24h,24))",3D58895A09BF1910F03A51A14D434C2E894128266E24E15BF9FADCD3FFB062CC,false,STATIC_ONLY,"historical formatter emits ZScore(TSMean(field,window)); evaluator implements ZScore as row-wise cross-sectional z-score"
3459,main@09ac397c61b0b462497e9a8c0ea84981cc6a93f9,09ac397c61b0b462497e9a8c0ea84981cc6a93f9,NOT_APPLICABLE_STATIC_AUDIT,STATIC_HASHED_INVENTORY_NO_NUMERIC_DATA,STATIC_FEATURE_SPACE_QUALIFICATION,false,true,TSMean_48h__agg_quantity_sum_24h,rolling_self_reproduction,TSMean,agg_quantity_sum_24h,agg_quantity_sum_24h,agg_quantity,EXECUTED_QUANTITY,RESOLVED_CANONICAL_DEPENDENCY_BUCKET,NOT_IDENTIFIABLE_STATICALLY,BASE_ASSET_QUANTITY,48H_ROLLING,ROLLING_LOCATION,2,NONE_PROVEN,,0,NONE_PROVEN,STATIC_SPEC_NOT_PROOF_OF_FULL_MATERIALIZATION;STATIC_ONLY_NOT_CURRENT_RUNTIME_LOADED;AGG_MASK_REQUIRED;ROLLING_ON_ROLLING,HISTORICAL_DRY_RUN_FORMATTER_AND_REPLAY_EVALUATOR_RECOVERED,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v3_agg_aware_candidate_dry_run.py;git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v5_small_replay_smoke.py,"TSMean(agg_quantity_sum_24h,48)",D4DFBBAC28E0948EB6B8AC3C7D8CB63BF182796959BC017E850808D9C0B7ED50,false,STATIC_ONLY,
3460,main@09ac397c61b0b462497e9a8c0ea84981cc6a93f9,09ac397c61b0b462497e9a8c0ea84981cc6a93f9,NOT_APPLICABLE_STATIC_AUDIT,STATIC_HASHED_INVENTORY_NO_NUMERIC_DATA,STATIC_FEATURE_SPACE_QUALIFICATION,false,true,TSStd_48h__agg_quantity_sum_24h,rolling_self_reproduction,TSStd,agg_quantity_sum_24h,agg_quantity_sum_24h,agg_quantity,EXECUTED_QUANTITY,RESOLVED_CANONICAL_DEPENDENCY_BUCKET,NOT_IDENTIFIABLE_STATICALLY,BASE_ASSET_QUANTITY,48H_ROLLING,ROLLING_DISPERSION,2,NONE_PROVEN,,0,NONE_PROVEN,STATIC_SPEC_NOT_PROOF_OF_FULL_MATERIALIZATION;STATIC_ONLY_NOT_CURRENT_RUNTIME_LOADED;AGG_MASK_REQUIRED;ROLLING_ON_ROLLING,HISTORICAL_DRY_RUN_FORMATTER_AND_REPLAY_EVALUATOR_RECOVERED,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v3_agg_aware_candidate_dry_run.py;git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v5_small_replay_smoke.py,"TSStd(agg_quantity_sum_24h,48)",B1ACD5467A2E1650968995A7777EA6ABED6A69BFC77E54C79CA914B5BBAAFB00,false,STATIC_ONLY,
3461,main@09ac397c61b0b462497e9a8c0ea84981cc6a93f9,09ac397c61b0b462497e9a8c0ea84981cc6a93f9,NOT_APPLICABLE_STATIC_AUDIT,STATIC_HASHED_INVENTORY_NO_NUMERIC_DATA,STATIC_FEATURE_SPACE_QUALIFICATION,false,true,Delta_48h__agg_quantity_sum_24h,rolling_self_reproduction,Delta,agg_quantity_sum_24h,agg_quantity_sum_24h,agg_quantity,EXECUTED_QUANTITY,RESOLVED_CANONICAL_DEPENDENCY_BUCKET,NOT_IDENTIFIABLE_STATICALLY,BASE_ASSET_QUANTITY,48H_ROLLING,TEMPORAL_DIFFERENCE,2,NONE_PROVEN,,0,NONE_PROVEN,STATIC_SPEC_NOT_PROOF_OF_FULL_MATERIALIZATION;STATIC_ONLY_NOT_CURRENT_RUNTIME_LOADED;AGG_MASK_REQUIRED;ROLLING_ON_ROLLING,HISTORICAL_DRY_RUN_FORMATTER_AND_REPLAY_EVALUATOR_RECOVERED,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v3_agg_aware_candidate_dry_run.py;git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v5_small_replay_smoke.py,"Delta(agg_quantity_sum_24h,48)",689B873C4E89B0A784203ED98302F55B8B9DB0E63196FBF7FBAD5F8D0E7879D2,false,STATIC_ONLY,
3462,main@09ac397c61b0b462497e9a8c0ea84981cc6a93f9,09ac397c61b0b462497e9a8c0ea84981cc6a93f9,NOT_APPLICABLE_STATIC_AUDIT,STATIC_HASHED_INVENTORY_NO_NUMERIC_DATA,STATIC_FEATURE_SPACE_QUALIFICATION,false,true,Decay_48h__agg_quantity_sum_24h,rolling_self_reproduction,Decay,agg_quantity_sum_24h,agg_quantity_sum_24h,agg_quantity,EXECUTED_QUANTITY,RESOLVED_CANONICAL_DEPENDENCY_BUCKET,NOT_IDENTIFIABLE_STATICALLY,BASE_ASSET_QUANTITY,48H_ROLLING,EXPONENTIAL_SMOOTHING,2,NONE_PROVEN,,0,NONE_PROVEN,STATIC_SPEC_NOT_PROOF_OF_FULL_MATERIALIZATION;STATIC_ONLY_NOT_CURRENT_RUNTIME_LOADED;AGG_MASK_REQUIRED;ROLLING_ON_ROLLING,HISTORICAL_DRY_RUN_FORMATTER_AND_REPLAY_EVALUATOR_RECOVERED,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v3_agg_aware_candidate_dry_run.py;git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v5_small_replay_smoke.py,"Decay(agg_quantity_sum_24h,48)",D5F8BFDCC0062DD11DCD1085DB91B18A5F37592C6FC18AE23FD8D73A049EE855,false,STATIC_ONLY,
3463,main@09ac397c61b0b462497e9a8c0ea84981cc6a93f9,09ac397c61b0b462497e9a8c0ea84981cc6a93f9,NOT_APPLICABLE_STATIC_AUDIT,STATIC_HASHED_INVENTORY_NO_NUMERIC_DATA,STATIC_FEATURE_SPACE_QUALIFICATION,false,true,RollingMin_48h__agg_quantity_sum_24h,rolling_self_reproduction,RollingMin,agg_quantity_sum_24h,agg_quantity_sum_24h,agg_quantity,EXECUTED_QUANTITY,RESOLVED_CANONICAL_DEPENDENCY_BUCKET,NOT_IDENTIFIABLE_STATICALLY,BASE_ASSET_QUANTITY,48H_ROLLING,ROLLING_EXTREME,2,NONE_PROVEN,,0,NONE_PROVEN,STATIC_SPEC_NOT_PROOF_OF_FULL_MATERIALIZATION;STATIC_ONLY_NOT_CURRENT_RUNTIME_LOADED;AGG_MASK_REQUIRED;ROLLING_ON_ROLLING,HISTORICAL_DRY_RUN_FORMATTER_AND_REPLAY_EVALUATOR_RECOVERED,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v3_agg_aware_candidate_dry_run.py;git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v5_small_replay_smoke.py,"RollingMin(agg_quantity_sum_24h,48)",15E72BF957572AAC65247477CF44F00B726CF3D1D24DE3F3F6B940D59F4B5AC7,false,STATIC_ONLY,
3464,main@09ac397c61b0b462497e9a8c0ea84981cc6a93f9,09ac397c61b0b462497e9a8c0ea84981cc6a93f9,NOT_APPLICABLE_STATIC_AUDIT,STATIC_HASHED_INVENTORY_NO_NUMERIC_DATA,STATIC_FEATURE_SPACE_QUALIFICATION,false,true,RollingMax_48h__agg_quantity_sum_24h,rolling_self_reproduction,RollingMax,agg_quantity_sum_24h,agg_quantity_sum_24h,agg_quantity,EXECUTED_QUANTITY,RESOLVED_CANONICAL_DEPENDENCY_BUCKET,NOT_IDENTIFIABLE_STATICALLY,BASE_ASSET_QUANTITY,48H_ROLLING,ROLLING_EXTREME,2,NONE_PROVEN,,0,NONE_PROVEN,STATIC_SPEC_NOT_PROOF_OF_FULL_MATERIALIZATION;STATIC_ONLY_NOT_CURRENT_RUNTIME_LOADED;AGG_MASK_REQUIRED;ROLLING_ON_ROLLING,HISTORICAL_DRY_RUN_FORMATTER_AND_REPLAY_EVALUATOR_RECOVERED,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v3_agg_aware_candidate_dry_run.py;git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v5_small_replay_smoke.py,"RollingMax(agg_quantity_sum_24h,48)",7744E9A004AFD97DD5E230BA575A9C56399670D1AAFCCE5F677305077AEDECAB,false,STATIC_ONLY,
3465,main@09ac397c61b0b462497e9a8c0ea84981cc6a93f9,09ac397c61b0b462497e9a8c0ea84981cc6a93f9,NOT_APPLICABLE_STATIC_AUDIT,STATIC_HASHED_INVENTORY_NO_NUMERIC_DATA,STATIC_FEATURE_SPACE_QUALIFICATION,false,true,ZScore_48h__agg_quantity_sum_24h,rolling_self_reproduction,ZScore,agg_quantity_sum_24h,agg_quantity_sum_24h,agg_quantity,EXECUTED_QUANTITY,RESOLVED_CANONICAL_DEPENDENCY_BUCKET,NOT_IDENTIFIABLE_STATICALLY,DIMENSIONLESS,48H_ROLLING,ROLLING_MEAN_THEN_CROSS_SECTIONAL_ZSCORE,3,NONE_PROVEN,,0,NONE_PROVEN,STATIC_SPEC_NOT_PROOF_OF_FULL_MATERIALIZATION;STATIC_ONLY_NOT_CURRENT_RUNTIME_LOADED;AGG_MASK_REQUIRED;ROLLING_ON_ROLLING;DECLARED_SAME_SYMBOL_BUT_EXECUTED_CROSS_SECTIONALLY;EFFECTIVE_CORE3_CROSS_SECTIONAL_DOF_AT_MOST_2,HISTORICAL_DRY_RUN_FORMATTER_AND_REPLAY_EVALUATOR_RECOVERED,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v3_agg_aware_candidate_dry_run.py;git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v5_small_replay_smoke.py,"ZScore(TSMean(agg_quantity_sum_24h,48))",D52410AF0F7449B4162856A8565954E0B60156DE7D87ABC8CC17BDA9BD742772,false,STATIC_ONLY,"historical formatter emits ZScore(TSMean(field,window)); evaluator implements ZScore as row-wise cross-sectional z-score"
