source_row_ordinal,repo_ref,commit_sha,run_id,data_release,evidence_role,superseded,authoritative_now,field_name,field_family,base_classification,formula_provenance_status,formula_evidence,base_dependency_set,canonical_information_axis,axis_resolution_status,static_independence_status,unit_signature,window_family,nested_derivation_depth,algebraic_equivalence,monotonic_rank_equivalence_risk,scope_restrictions,generator_enabled,runtime_loaded,mapping_status,lineage_status,audit_notes
48,main@09ac397c61b0b462497e9a8c0ea84981cc6a93f9,09ac397c61b0b462497e9a8c0ea84981cc6a93f9,NOT_APPLICABLE_STATIC_AUDIT,STATIC_HASHED_INVENTORY_NO_NUMERIC_DATA,STATIC_FEATURE_SPACE_QUALIFICATION,false,true,agg_large_trade_count_ratio_100k_plus,large_trade,NORMALIZED_REPRESENTATION,CURRENT_BUILDER_SOURCE_COLUMN_DECLARATION,scripts/crypto_a7ai0r_core12_aggtrades_unified_feature_build.py:50-79,agg_large_trade_count_ratio_100k_plus,LARGE_TRADE_INTENSITY,RESOLVED_SOURCE_SEMANTICS_FORMULA_EXTERNAL,NOT_IDENTIFIABLE_STATICALLY,DIMENSIONLESS,1H_AGGREGATE,1,NORMALIZED_REPRESENTATION_OF_PARENT_FLOW,MONOTONIC_DUPLICATION_RISK_NOT_PROVEN,"STATIC_ONLY_NOT_CURRENT_RUNTIME_LOADED;core3_available_rows_only;symbol_scope=BTCUSDT,ETHUSDT,SOLUSDT;available_lag_bars=1",true,false,STATIC_ONLY,REGISTRY_RECOVERED_FORMULA_DETAIL_EXTERNAL,"classification is structural only; no numeric values, returns, selectors, or performance artifacts were read"
49,main@09ac397c61b0b462497e9a8c0ea84981cc6a93f9,09ac397c61b0b462497e9a8c0ea84981cc6a93f9,NOT_APPLICABLE_STATIC_AUDIT,STATIC_HASHED_INVENTORY_NO_NUMERIC_DATA,STATIC_FEATURE_SPACE_QUALIFICATION,false,true,agg_large_notional_ratio_100k_plus,large_trade,NORMALIZED_REPRESENTATION,CURRENT_BUILDER_SOURCE_COLUMN_DECLARATION,scripts/crypto_a7ai0r_core12_aggtrades_unified_feature_build.py:50-79,agg_large_notional_ratio_100k_plus,LARGE_TRADE_INTENSITY,RESOLVED_SOURCE_SEMANTICS_FORMULA_EXTERNAL,NOT_IDENTIFIABLE_STATICALLY,DIMENSIONLESS,1H_AGGREGATE,1,NORMALIZED_REPRESENTATION_OF_PARENT_FLOW,MONOTONIC_DUPLICATION_RISK_NOT_PROVEN,"STATIC_ONLY_NOT_CURRENT_RUNTIME_LOADED;core3_available_rows_only;symbol_scope=BTCUSDT,ETHUSDT,SOLUSDT;available_lag_bars=1",true,false,STATIC_ONLY,REGISTRY_RECOVERED_FORMULA_DETAIL_EXTERNAL,"classification is structural only; no numeric values, returns, selectors, or performance artifacts were read"
50,main@09ac397c61b0b462497e9a8c0ea84981cc6a93f9,09ac397c61b0b462497e9a8c0ea84981cc6a93f9,NOT_APPLICABLE_STATIC_AUDIT,STATIC_HASHED_INVENTORY_NO_NUMERIC_DATA,STATIC_FEATURE_SPACE_QUALIFICATION,false,true,agg_flow_imbalance_qty,flow,FORMULA_PROVENANCE_UNRESOLVED,REGISTRY_ONLY_FORMULA_EXTERNAL,feature_lineage_ledger.csv:REGISTRY_RECOVERED_FORMULA_DETAIL_EXTERNAL,UNRESOLVED::agg_flow_imbalance_qty,UNRESOLVED::agg_flow_imbalance_qty,UNRESOLVED_FORMULA_OR_SEMANTICS,NOT_IDENTIFIABLE_STATICALLY,DIMENSIONLESS,1H_AGGREGATE,-1,NORMALIZED_REPRESENTATION_OF_PARENT_FLOW,MONOTONIC_DUPLICATION_RISK_NOT_PROVEN,"STATIC_ONLY_NOT_CURRENT_RUNTIME_LOADED;core3_available_rows_only;symbol_scope=BTCUSDT,ETHUSDT,SOLUSDT;available_lag_bars=1",true,false,STATIC_ONLY,REGISTRY_RECOVERED_FORMULA_DETAIL_EXTERNAL,"classification is structural only; no numeric values, returns, selectors, or performance artifacts were read"
51,main@09ac397c61b0b462497e9a8c0ea84981cc6a93f9,09ac397c61b0b462497e9a8c0ea84981cc6a93f9,NOT_APPLICABLE_STATIC_AUDIT,STATIC_HASHED_INVENTORY_NO_NUMERIC_DATA,STATIC_FEATURE_SPACE_QUALIFICATION,false,true,agg_flow_imbalance_notional,flow,NORMALIZED_REPRESENTATION,CURRENT_BUILDER_FORMULA_RECOVERED,scripts/crypto_a7ai0r_core12_aggtrades_unified_feature_build.py:154-159,agg_notional;agg_signed_aggressor_notional,AGGRESSOR_NOTIONAL_FLOW,RESOLVED_FORMULA_EVIDENCE,NOT_IDENTIFIABLE_STATICALLY,DIMENSIONLESS,1H_AGGREGATE,1,NORMALIZED_REPRESENTATION_OF_PARENT_FLOW,MONOTONIC_DUPLICATION_RISK_NOT_PROVEN,"STATIC_ONLY_NOT_CURRENT_RUNTIME_LOADED;core3_available_rows_only;symbol_scope=BTCUSDT,ETHUSDT,SOLUSDT;available_lag_bars=1",true,false,STATIC_ONLY,REGISTRY_RECOVERED_FORMULA_DETAIL_EXTERNAL,"classification is structural only; no numeric values, returns, selectors, or performance artifacts were read"
52,main@09ac397c61b0b462497e9a8c0ea84981cc6a93f9,09ac397c61b0b462497e9a8c0ea84981cc6a93f9,NOT_APPLICABLE_STATIC_AUDIT,STATIC_HASHED_INVENTORY_NO_NUMERIC_DATA,STATIC_FEATURE_SPACE_QUALIFICATION,false,true,agg_buy_notional_share,flow,NORMALIZED_REPRESENTATION,CURRENT_BUILDER_FORMULA_RECOVERED,scripts/crypto_a7ai0r_core12_aggtrades_unified_feature_build.py:154-159,agg_buy_notional;agg_notional,AGGRESSOR_NOTIONAL_FLOW,RESOLVED_FORMULA_EVIDENCE,NOT_IDENTIFIABLE_STATICALLY,DIMENSIONLESS,1H_AGGREGATE,1,CONDITIONAL_AFFINE_COMPLEMENT_WITH::agg_sell_notional_share,CONDITIONAL_RANK_REVERSAL_IF_BUY_SELL_PARTITION_EQUALS_TOTAL,"STATIC_ONLY_NOT_CURRENT_RUNTIME_LOADED;core3_available_rows_only;symbol_scope=BTCUSDT,ETHUSDT,SOLUSDT;available_lag_bars=1",true,false,STATIC_ONLY,REGISTRY_RECOVERED_FORMULA_DETAIL_EXTERNAL,"classification is structural only; no numeric values, returns, selectors, or performance artifacts were read"
53,main@09ac397c61b0b462497e9a8c0ea84981cc6a93f9,09ac397c61b0b462497e9a8c0ea84981cc6a93f9,NOT_APPLICABLE_STATIC_AUDIT,STATIC_HASHED_INVENTORY_NO_NUMERIC_DATA,STATIC_FEATURE_SPACE_QUALIFICATION,false,true,agg_sell_notional_share,flow,NORMALIZED_REPRESENTATION,CURRENT_BUILDER_FORMULA_RECOVERED,scripts/crypto_a7ai0r_core12_aggtrades_unified_feature_build.py:154-159,agg_notional;agg_sell_notional,AGGRESSOR_NOTIONAL_FLOW,RESOLVED_FORMULA_EVIDENCE,NOT_IDENTIFIABLE_STATICALLY,DIMENSIONLESS,1H_AGGREGATE,1,CONDITIONAL_AFFINE_COMPLEMENT_WITH::agg_buy_notional_share,CONDITIONAL_RANK_REVERSAL_IF_BUY_SELL_PARTITION_EQUALS_TOTAL,"STATIC_ONLY_NOT_CURRENT_RUNTIME_LOADED;core3_available_rows_only;symbol_scope=BTCUSDT,ETHUSDT,SOLUSDT;available_lag_bars=1",true,false,STATIC_ONLY,REGISTRY_RECOVERED_FORMULA_DETAIL_EXTERNAL,"classification is structural only; no numeric values, returns, selectors, or performance artifacts were read"
54,main@09ac397c61b0b462497e9a8c0ea84981cc6a93f9,09ac397c61b0b462497e9a8c0ea84981cc6a93f9,NOT_APPLICABLE_STATIC_AUDIT,STATIC_HASHED_INVENTORY_NO_NUMERIC_DATA,STATIC_FEATURE_SPACE_QUALIFICATION,false,true,agg_large_notional_share_100k_plus,large_trade,FORMULA_PROVENANCE_UNRESOLVED,REGISTRY_ONLY_FORMULA_EXTERNAL,feature_lineage_ledger.csv:REGISTRY_RECOVERED_FORMULA_DETAIL_EXTERNAL,UNRESOLVED::agg_large_notional_share_100k_plus,UNRESOLVED::agg_large_notional_share_100k_plus,UNRESOLVED_FORMULA_OR_SEMANTICS,NOT_IDENTIFIABLE_STATICALLY,DIMENSIONLESS,1H_AGGREGATE,-1,NORMALIZED_REPRESENTATION_OF_PARENT_FLOW,MONOTONIC_DUPLICATION_RISK_NOT_PROVEN,"STATIC_ONLY_NOT_CURRENT_RUNTIME_LOADED;core3_available_rows_only;symbol_scope=BTCUSDT,ETHUSDT,SOLUSDT;available_lag_bars=1",true,false,STATIC_ONLY,REGISTRY_RECOVERED_FORMULA_DETAIL_EXTERNAL,"classification is structural only; no numeric values, returns, selectors, or performance artifacts were read"
55,main@09ac397c61b0b462497e9a8c0ea84981cc6a93f9,09ac397c61b0b462497e9a8c0ea84981cc6a93f9,NOT_APPLICABLE_STATIC_AUDIT,STATIC_HASHED_INVENTORY_NO_NUMERIC_DATA,STATIC_FEATURE_SPACE_QUALIFICATION,false,true,agg_large_count_share_100k_plus,large_trade,FORMULA_PROVENANCE_UNRESOLVED,REGISTRY_ONLY_FORMULA_EXTERNAL,feature_lineage_ledger.csv:REGISTRY_RECOVERED_FORMULA_DETAIL_EXTERNAL,UNRESOLVED::agg_large_count_share_100k_plus,UNRESOLVED::agg_large_count_share_100k_plus,UNRESOLVED_FORMULA_OR_SEMANTICS,NOT_IDENTIFIABLE_STATICALLY,DIMENSIONLESS,1H_AGGREGATE,-1,NORMALIZED_REPRESENTATION_OF_PARENT_FLOW,MONOTONIC_DUPLICATION_RISK_NOT_PROVEN,"STATIC_ONLY_NOT_CURRENT_RUNTIME_LOADED;core3_available_rows_only;symbol_scope=BTCUSDT,ETHUSDT,SOLUSDT;available_lag_bars=1",true,false,STATIC_ONLY,REGISTRY_RECOVERED_FORMULA_DETAIL_EXTERNAL,"classification is structural only; no numeric values, returns, selectors, or performance artifacts were read"
56,main@09ac397c61b0b462497e9a8c0ea84981cc6a93f9,09ac397c61b0b462497e9a8c0ea84981cc6a93f9,NOT_APPLICABLE_STATIC_AUDIT,STATIC_HASHED_INVENTORY_NO_NUMERIC_DATA,STATIC_FEATURE_SPACE_QUALIFICATION,false,true,agg_vwap_close_bps,price_microstructure,NORMALIZED_REPRESENTATION,CURRENT_BUILDER_FORMULA_RECOVERED,scripts/crypto_a7ai0r_core12_aggtrades_unified_feature_build.py:154-159,agg_close_price;agg_vwap,TRADE_PRICE_PATH,RESOLVED_FORMULA_EVIDENCE,NOT_IDENTIFIABLE_STATICALLY,BASIS_POINTS,1H_AGGREGATE,1,NONE_PROVEN,NONE_PROVEN,"STATIC_ONLY_NOT_CURRENT_RUNTIME_LOADED;core3_available_rows_only;symbol_scope=BTCUSDT,ETHUSDT,SOLUSDT;available_lag_bars=1",true,false,STATIC_ONLY,REGISTRY_RECOVERED_FORMULA_DETAIL_EXTERNAL,"classification is structural only; no numeric values, returns, selectors, or performance artifacts were read"
57,main@09ac397c61b0b462497e9a8c0ea84981cc6a93f9,09ac397c61b0b462497e9a8c0ea84981cc6a93f9,NOT_APPLICABLE_STATIC_AUDIT,STATIC_HASHED_INVENTORY_NO_NUMERIC_DATA,STATIC_FEATURE_SPACE_QUALIFICATION,false,true,agg_buy_sell_vwap_spread_bps,price_microstructure,NORMALIZED_REPRESENTATION,CURRENT_BUILDER_FORMULA_RECOVERED,scripts/crypto_a7ai0r_core12_aggtrades_unified_feature_build.py:154-159,agg_buy_vwap;agg_sell_vwap,AGGRESSOR_SIDE_PRICE,RESOLVED_FORMULA_EVIDENCE,NOT_IDENTIFIABLE_STATICALLY,BASIS_POINTS,1H_AGGREGATE,1,NONE_PROVEN,NONE_PROVEN,"STATIC_ONLY_NOT_CURRENT_RUNTIME_LOADED;core3_available_rows_only;symbol_scope=BTCUSDT,ETHUSDT,SOLUSDT;available_lag_bars=1",true,false,STATIC_ONLY,REGISTRY_RECOVERED_FORMULA_DETAIL_EXTERNAL,"classification is structural only; no numeric values, returns, selectors, or performance artifacts were read"
58,main@09ac397c61b0b462497e9a8c0ea84981cc6a93f9,09ac397c61b0b462497e9a8c0ea84981cc6a93f9,NOT_APPLICABLE_STATIC_AUDIT,STATIC_HASHED_INVENTORY_NO_NUMERIC_DATA,STATIC_FEATURE_SPACE_QUALIFICATION,false,true,agg_avg_underlying_trades_per_agg,other,NORMALIZED_REPRESENTATION,CURRENT_BUILDER_FORMULA_RECOVERED,scripts/crypto_a7ai0r_core12_aggtrades_unified_feature_build.py:154-159,agg_trade_count;agg_underlying_trade_count,TRADE_AGGREGATION_MULTIPLICITY,RESOLVED_FORMULA_EVIDENCE,NOT_IDENTIFIABLE_STATICALLY,COUNT,1H_AGGREGATE,1,NONE_PROVEN,NONE_PROVEN,"STATIC_ONLY_NOT_CURRENT_RUNTIME_LOADED;core3_available_rows_only;symbol_scope=BTCUSDT,ETHUSDT,SOLUSDT;available_lag_bars=1",true,false,STATIC_ONLY,REGISTRY_RECOVERED_FORMULA_DETAIL_EXTERNAL,"classification is structural only; no numeric values, returns, selectors, or performance artifacts were read"
59,main@09ac397c61b0b462497e9a8c0ea84981cc6a93f9,09ac397c61b0b462497e9a8c0ea84981cc6a93f9,NOT_APPLICABLE_STATIC_AUDIT,STATIC_HASHED_INVENTORY_NO_NUMERIC_DATA,STATIC_FEATURE_SPACE_QUALIFICATION,false,true,agg_notional_sum_4h,rolling,ROLLING_DERIVED,CURRENT_BUILDER_FORMULA_RECOVERED,scripts/crypto_a7ai0r_core12_aggtrades_unified_feature_build.py:161-184,agg_notional,EXECUTED_NOTIONAL,RESOLVED_FORMULA_EVIDENCE,NOT_IDENTIFIABLE_STATICALLY,QUOTE_NOTIONAL,4H_ROLLING,1,NONE_PROVEN,NONE_PROVEN,"STATIC_ONLY_NOT_CURRENT_RUNTIME_LOADED;core3_available_rows_only;symbol_scope=BTCUSDT,ETHUSDT,SOLUSDT;available_lag_bars=1",true,false,STATIC_ONLY,REGISTRY_RECOVERED_FORMULA_DETAIL_EXTERNAL,"classification is structural only; no numeric values, returns, selectors, or performance artifacts were read"
60,main@09ac397c61b0b462497e9a8c0ea84981cc6a93f9,09ac397c61b0b462497e9a8c0ea84981cc6a93f9,NOT_APPLICABLE_STATIC_AUDIT,STATIC_HASHED_INVENTORY_NO_NUMERIC_DATA,STATIC_FEATURE_SPACE_QUALIFICATION,false,true,agg_quantity_sum_4h,rolling,ROLLING_DERIVED,CURRENT_BUILDER_FORMULA_RECOVERED,scripts/crypto_a7ai0r_core12_aggtrades_unified_feature_build.py:161-184,agg_quantity,EXECUTED_QUANTITY,RESOLVED_FORMULA_EVIDENCE,NOT_IDENTIFIABLE_STATICALLY,BASE_ASSET_QUANTITY,4H_ROLLING,1,NONE_PROVEN,NONE_PROVEN,"STATIC_ONLY_NOT_CURRENT_RUNTIME_LOADED;core3_available_rows_only;symbol_scope=BTCUSDT,ETHUSDT,SOLUSDT;available_lag_bars=1",true,false,STATIC_ONLY,REGISTRY_RECOVERED_FORMULA_DETAIL_EXTERNAL,"classification is structural only; no numeric values, returns, selectors, or performance artifacts were read"
61,main@09ac397c61b0b462497e9a8c0ea84981cc6a93f9,09ac397c61b0b462497e9a8c0ea84981cc6a93f9,NOT_APPLICABLE_STATIC_AUDIT,STATIC_HASHED_INVENTORY_NO_NUMERIC_DATA,STATIC_FEATURE_SPACE_QUALIFICATION,false,true,agg_signed_notional_sum_4h,rolling,ROLLING_DERIVED,CURRENT_BUILDER_FORMULA_RECOVERED,scripts/crypto_a7ai0r_core12_aggtrades_unified_feature_build.py:161-184,agg_signed_aggressor_notional,AGGRESSOR_NOTIONAL_FLOW,RESOLVED_FORMULA_EVIDENCE,NOT_IDENTIFIABLE_STATICALLY,QUOTE_NOTIONAL,4H_ROLLING,1,NONE_PROVEN,NONE_PROVEN,"STATIC_ONLY_NOT_CURRENT_RUNTIME_LOADED;core3_available_rows_only;symbol_scope=BTCUSDT,ETHUSDT,SOLUSDT;available_lag_bars=1",true,false,STATIC_ONLY,REGISTRY_RECOVERED_FORMULA_DETAIL_EXTERNAL,"classification is structural only; no numeric values, returns, selectors, or performance artifacts were read"
62,main@09ac397c61b0b462497e9a8c0ea84981cc6a93f9,09ac397c61b0b462497e9a8c0ea84981cc6a93f9,NOT_APPLICABLE_STATIC_AUDIT,STATIC_HASHED_INVENTORY_NO_NUMERIC_DATA,STATIC_FEATURE_SPACE_QUALIFICATION,false,true,agg_signed_quantity_sum_4h,rolling,FORMULA_PROVENANCE_UNRESOLVED,REGISTRY_ONLY_FORMULA_EXTERNAL,feature_lineage_ledger.csv:REGISTRY_RECOVERED_FORMULA_DETAIL_EXTERNAL,UNRESOLVED::agg_signed_quantity_sum_4h,UNRESOLVED::agg_signed_quantity_sum_4h,UNRESOLVED_FORMULA_OR_SEMANTICS,NOT_IDENTIFIABLE_STATICALLY,BASE_ASSET_QUANTITY,4H_ROLLING,-1,NONE_PROVEN,NONE_PROVEN,"STATIC_ONLY_NOT_CURRENT_RUNTIME_LOADED;core3_available_rows_only;symbol_scope=BTCUSDT,ETHUSDT,SOLUSDT;available_lag_bars=1",true,false,STATIC_ONLY,REGISTRY_RECOVERED_FORMULA_DETAIL_EXTERNAL,"classification is structural only; no numeric values, returns, selectors, or performance artifacts were read"
63,main@09ac397c61b0b462497e9a8c0ea84981cc6a93f9,09ac397c61b0b462497e9a8c0ea84981cc6a93f9,NOT_APPLICABLE_STATIC_AUDIT,STATIC_HASHED_INVENTORY_NO_NUMERIC_DATA,STATIC_FEATURE_SPACE_QUALIFICATION,false,true,agg_flow_imbalance_notional_4h,rolling,ROLLING_DERIVED,CURRENT_BUILDER_FORMULA_RECOVERED,scripts/crypto_a7ai0r_core12_aggtrades_unified_feature_build.py:161-184,agg_notional;agg_signed_aggressor_notional,AGGRESSOR_NOTIONAL_FLOW,RESOLVED_FORMULA_EVIDENCE,NOT_IDENTIFIABLE_STATICALLY,DIMENSIONLESS,4H_ROLLING,2,NORMALIZED_REPRESENTATION_OF_PARENT_FLOW,MONOTONIC_DUPLICATION_RISK_NOT_PROVEN,"STATIC_ONLY_NOT_CURRENT_RUNTIME_LOADED;core3_available_rows_only;symbol_scope=BTCUSDT,ETHUSDT,SOLUSDT;available_lag_bars=1",true,false,STATIC_ONLY,REGISTRY_RECOVERED_FORMULA_DETAIL_EXTERNAL,"classification is structural only; no numeric values, returns, selectors, or performance artifacts were read"
64,main@09ac397c61b0b462497e9a8c0ea84981cc6a93f9,09ac397c61b0b462497e9a8c0ea84981cc6a93f9,NOT_APPLICABLE_STATIC_AUDIT,STATIC_HASHED_INVENTORY_NO_NUMERIC_DATA,STATIC_FEATURE_SPACE_QUALIFICATION,false,true,agg_large_notional_sum_4h,rolling,ROLLING_DERIVED,CURRENT_BUILDER_FORMULA_RECOVERED,scripts/crypto_a7ai0r_core12_aggtrades_unified_feature_build.py:161-184,agg_large_notional_100k_plus,LARGE_TRADE_NOTIONAL,RESOLVED_FORMULA_EVIDENCE,NOT_IDENTIFIABLE_STATICALLY,QUOTE_NOTIONAL,4H_ROLLING,1,NONE_PROVEN,NONE_PROVEN,"STATIC_ONLY_NOT_CURRENT_RUNTIME_LOADED;core3_available_rows_only;symbol_scope=BTCUSDT,ETHUSDT,SOLUSDT;available_lag_bars=1",true,false,STATIC_ONLY,REGISTRY_RECOVERED_FORMULA_DETAIL_EXTERNAL,"classification is structural only; no numeric values, returns, selectors, or performance artifacts were read"
65,main@09ac397c61b0b462497e9a8c0ea84981cc6a93f9,09ac397c61b0b462497e9a8c0ea84981cc6a93f9,NOT_APPLICABLE_STATIC_AUDIT,STATIC_HASHED_INVENTORY_NO_NUMERIC_DATA,STATIC_FEATURE_SPACE_QUALIFICATION,false,true,agg_large_notional_share_4h,rolling,ROLLING_DERIVED,CURRENT_BUILDER_FORMULA_RECOVERED,scripts/crypto_a7ai0r_core12_aggtrades_unified_feature_build.py:161-184,agg_large_notional_100k_plus;agg_notional,LARGE_TRADE_INTENSITY,RESOLVED_FORMULA_EVIDENCE,NOT_IDENTIFIABLE_STATICALLY,DIMENSIONLESS,4H_ROLLING,2,NORMALIZED_REPRESENTATION_OF_PARENT_FLOW,MONOTONIC_DUPLICATION_RISK_NOT_PROVEN,"STATIC_ONLY_NOT_CURRENT_RUNTIME_LOADED;core3_available_rows_only;symbol_scope=BTCUSDT,ETHUSDT,SOLUSDT;available_lag_bars=1",true,false,STATIC_ONLY,REGISTRY_RECOVERED_FORMULA_DETAIL_EXTERNAL,"classification is structural only; no numeric values, returns, selectors, or performance artifacts were read"
66,main@09ac397c61b0b462497e9a8c0ea84981cc6a93f9,09ac397c61b0b462497e9a8c0ea84981cc6a93f9,NOT_APPLICABLE_STATIC_AUDIT,STATIC_HASHED_INVENTORY_NO_NUMERIC_DATA,STATIC_FEATURE_SPACE_QUALIFICATION,false,true,agg_trade_count_sum_4h,rolling,ROLLING_DERIVED,CURRENT_BUILDER_FORMULA_RECOVERED,scripts/crypto_a7ai0r_core12_aggtrades_unified_feature_build.py:161-184,agg_trade_count,TRADE_ACTIVITY_COUNT,RESOLVED_FORMULA_EVIDENCE,NOT_IDENTIFIABLE_STATICALLY,COUNT,4H_ROLLING,1,NONE_PROVEN,NONE_PROVEN,"STATIC_ONLY_NOT_CURRENT_RUNTIME_LOADED;core3_available_rows_only;symbol_scope=BTCUSDT,ETHUSDT,SOLUSDT;available_lag_bars=1",true,false,STATIC_ONLY,REGISTRY_RECOVERED_FORMULA_DETAIL_EXTERNAL,"classification is structural only; no numeric values, returns, selectors, or performance artifacts were read"
67,main@09ac397c61b0b462497e9a8c0ea84981cc6a93f9,09ac397c61b0b462497e9a8c0ea84981cc6a93f9,NOT_APPLICABLE_STATIC_AUDIT,STATIC_HASHED_INVENTORY_NO_NUMERIC_DATA,STATIC_FEATURE_SPACE_QUALIFICATION,false,true,agg_avg_trade_notional_4h,rolling,ROLLING_DERIVED,CURRENT_BUILDER_FORMULA_RECOVERED,scripts/crypto_a7ai0r_core12_aggtrades_unified_feature_build.py:161-184,agg_notional;agg_trade_count,TRADE_SIZE_MEAN,RESOLVED_FORMULA_EVIDENCE,NOT_IDENTIFIABLE_STATICALLY,QUOTE_NOTIONAL,4H_ROLLING,2,NONE_PROVEN,NONE_PROVEN,"STATIC_ONLY_NOT_CURRENT_RUNTIME_LOADED;core3_available_rows_only;symbol_scope=BTCUSDT,ETHUSDT,SOLUSDT;available_lag_bars=1",true,false,STATIC_ONLY,REGISTRY_RECOVERED_FORMULA_DETAIL_EXTERNAL,"classification is structural only; no numeric values, returns, selectors, or performance artifacts were read"
68,main@09ac397c61b0b462497e9a8c0ea84981cc6a93f9,09ac397c61b0b462497e9a8c0ea84981cc6a93f9,NOT_APPLICABLE_STATIC_AUDIT,STATIC_HASHED_INVENTORY_NO_NUMERIC_DATA,STATIC_FEATURE_SPACE_QUALIFICATION,false,true,agg_price_range_bps_max_4h,rolling,ROLLING_DERIVED,CURRENT_BUILDER_FORMULA_RECOVERED,scripts/crypto_a7ai0r_core12_aggtrades_unified_feature_build.py:161-184,agg_price_range_bps,TRADE_PRICE_PATH,RESOLVED_FORMULA_EVIDENCE,NOT_IDENTIFIABLE_STATICALLY,BASIS_POINTS,4H_ROLLING,1,NONE_PROVEN,NONE_PROVEN,"STATIC_ONLY_NOT_CURRENT_RUNTIME_LOADED;core3_available_rows_only;symbol_scope=BTCUSDT,ETHUSDT,SOLUSDT;available_lag_bars=1",true,false,STATIC_ONLY,REGISTRY_RECOVERED_FORMULA_DETAIL_EXTERNAL,"classification is structural only; no numeric values, returns, selectors, or performance artifacts were read"
69,main@09ac397c61b0b462497e9a8c0ea84981cc6a93f9,09ac397c61b0b462497e9a8c0ea84981cc6a93f9,NOT_APPLICABLE_STATIC_AUDIT,STATIC_HASHED_INVENTORY_NO_NUMERIC_DATA,STATIC_FEATURE_SPACE_QUALIFICATION,false,true,agg_close_to_open_bps_sum_4h,rolling,ROLLING_DERIVED,CURRENT_BUILDER_FORMULA_RECOVERED,scripts/crypto_a7ai0r_core12_aggtrades_unified_feature_build.py:161-184,agg_close_to_open_bps,TRADE_PRICE_PATH,RESOLVED_FORMULA_EVIDENCE,NOT_IDENTIFIABLE_STATICALLY,BASIS_POINTS,4H_ROLLING,1,NONE_PROVEN,NONE_PROVEN,"STATIC_ONLY_NOT_CURRENT_RUNTIME_LOADED;core3_available_rows_only;symbol_scope=BTCUSDT,ETHUSDT,SOLUSDT;available_lag_bars=1",true,false,STATIC_ONLY,REGISTRY_RECOVERED_FORMULA_DETAIL_EXTERNAL,"classification is structural only; no numeric values, returns, selectors, or performance artifacts were read"
70,main@09ac397c61b0b462497e9a8c0ea84981cc6a93f9,09ac397c61b0b462497e9a8c0ea84981cc6a93f9,NOT_APPLICABLE_STATIC_AUDIT,STATIC_HASHED_INVENTORY_NO_NUMERIC_DATA,STATIC_FEATURE_SPACE_QUALIFICATION,false,true,agg_notional_sum_24h,rolling,ROLLING_DERIVED,CURRENT_BUILDER_FORMULA_RECOVERED,scripts/crypto_a7ai0r_core12_aggtrades_unified_feature_build.py:161-184,agg_notional,EXECUTED_NOTIONAL,RESOLVED_FORMULA_EVIDENCE,NOT_IDENTIFIABLE_STATICALLY,QUOTE_NOTIONAL,24H_ROLLING,1,NONE_PROVEN,NONE_PROVEN,"STATIC_ONLY_NOT_CURRENT_RUNTIME_LOADED;core3_available_rows_only;symbol_scope=BTCUSDT,ETHUSDT,SOLUSDT;available_lag_bars=1",true,false,STATIC_ONLY,REGISTRY_RECOVERED_FORMULA_DETAIL_EXTERNAL,"classification is structural only; no numeric values, returns, selectors, or performance artifacts were read"
71,main@09ac397c61b0b462497e9a8c0ea84981cc6a93f9,09ac397c61b0b462497e9a8c0ea84981cc6a93f9,NOT_APPLICABLE_STATIC_AUDIT,STATIC_HASHED_INVENTORY_NO_NUMERIC_DATA,STATIC_FEATURE_SPACE_QUALIFICATION,false,true,agg_quantity_sum_24h,rolling,ROLLING_DERIVED,CURRENT_BUILDER_FORMULA_RECOVERED,scripts/crypto_a7ai0r_core12_aggtrades_unified_feature_build.py:161-184,agg_quantity,EXECUTED_QUANTITY,RESOLVED_FORMULA_EVIDENCE,NOT_IDENTIFIABLE_STATICALLY,BASE_ASSET_QUANTITY,24H_ROLLING,1,NONE_PROVEN,NONE_PROVEN,"STATIC_ONLY_NOT_CURRENT_RUNTIME_LOADED;core3_available_rows_only;symbol_scope=BTCUSDT,ETHUSDT,SOLUSDT;available_lag_bars=1",true,false,STATIC_ONLY,REGISTRY_RECOVERED_FORMULA_DETAIL_EXTERNAL,"classification is structural only; no numeric values, returns, selectors, or performance artifacts were read"
72,main@09ac397c61b0b462497e9a8c0ea84981cc6a93f9,09ac397c61b0b462497e9a8c0ea84981cc6a93f9,NOT_APPLICABLE_STATIC_AUDIT,STATIC_HASHED_INVENTORY_NO_NUMERIC_DATA,STATIC_FEATURE_SPACE_QUALIFICATION,false,true,agg_signed_notional_sum_24h,rolling,ROLLING_DERIVED,CURRENT_BUILDER_FORMULA_RECOVERED,scripts/crypto_a7ai0r_core12_aggtrades_unified_feature_build.py:161-184,agg_signed_aggressor_notional,AGGRESSOR_NOTIONAL_FLOW,RESOLVED_FORMULA_EVIDENCE,NOT_IDENTIFIABLE_STATICALLY,QUOTE_NOTIONAL,24H_ROLLING,1,NONE_PROVEN,NONE_PROVEN,"STATIC_ONLY_NOT_CURRENT_RUNTIME_LOADED;core3_available_rows_only;symbol_scope=BTCUSDT,ETHUSDT,SOLUSDT;available_lag_bars=1",true,false,STATIC_ONLY,REGISTRY_RECOVERED_FORMULA_DETAIL_EXTERNAL,"classification is structural only; no numeric values, returns, selectors, or performance artifacts were read"
